"Modifications"	"Proteins"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"Experiment QC02_210326"	"Experiment QC02_210331"	"Experiment QC02_210402"	"Experiment QC02_210406"	"Experiment QC02_210410"	"Experiment QC02_210411"	"Potential contaminant"	"Reverse"
"Unmodified"	"P05023;P13637;P50993;Q13733"	8267800	0	4428000	1625000	0	4553000	1	NA	1	1	NA	2	NA	NA
"Unmodified"	"P01130"	3003300	1777300	1932400	5363700	3785000	4020600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9HB71"	82828000	107360000	85361000	243250000	158750000	207340000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q9UK41"	1985700	1878400	1904500	2147200	2662700	4265500	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75306"	1506000	995350	1225500	2483300	1998200	2338300	1	1	1	1	1	1	NA	NA
"Unmodified"	"O43660"	8004700	5491000	3955500	12662000	10606000	11804000	2	1	1	2	2	2	NA	NA
"Unmodified"	"Q9NXE4"	2056900	1167200	704650	1009500	1615200	3114000	2	1	1	1	2	2	NA	NA
"Unmodified"	"P49354"	2633500	3456100	0	4818800	3393300	4275100	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q15050"	0	1523000	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Acetyl (Protein N-term)"	"O95777"	11963000	14539000	14378000	24756000	29354000	25735000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H6S0"	1139100	1095600	0	1911500	0	1906700	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"Q66K74"	0	0	0	2975900	0	3091000	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q9H2U1;Q6P158"	0	0	8464200	0	0	0	NA	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"Q13813"	6940900	0	6786800	11079000	24202000	14391000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q8NEZ5"	4352900	0	0	15892000	7339900	10535000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q14697"	0	43377000	32885000	0	57805000	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"P23368"	4011100	8080800	6796500	31480000	8456200	26487000	1	2	2	2	1	2	NA	NA
"Unmodified"	"Q9ULC3"	1757500	2241400	1641200	5411400	6258300	4747000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15393"	21070000	28508000	0	36074000	25644000	33860000	2	2	NA	1	1	1	NA	NA
"Unmodified"	"Q07955"	69530000	92278000	69375000	171020000	114690000	141310000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y6E0"	0	0	0	0	5278000	6723300	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"P06737"	0	4898000	3968800	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P46940"	26988000	0	22800000	0	0	7339000	1	NA	1	NA	NA	1	NA	NA
"Unmodified"	"CON__P01966"	524610000	757470000	120090000	1271800000	1324400000	993720000	6	5	2	5	6	6	"+"	NA
"Unmodified"	"Q14807"	1075000	1093000	762460	3234200	0	2280300	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P51610"	5139100	0	4742500	13618000	0	10448000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9Y2X3"	11657000	13860000	12877000	24638000	11097000	28697000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P01889"	14680000	17981000	13660000	26202000	50568000	34466000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y446"	3185000	1837700	2296900	5322300	4755300	0	2	1	1	1	1	NA	NA	NA
"Unmodified"	"Q86U42"	6840700	10791000	7018600	0	26591000	15568000	1	1	2	NA	2	2	NA	NA
"Unmodified"	"P61019;Q8WUD1"	4194900	7301400	0	10449000	11450000	8993400	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P15170;Q8IYD1"	0	6682400	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Oxidation (M)"	"Q7Z6Z7"	0	0	0	4822300	0	4757600	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"O75643"	10991000	10918000	3975600	26976000	17374000	28506000	2	2	1	2	2	3	NA	NA
"Oxidation (M)"	"P48637"	0	0	0	0	2470800	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q96N67"	0	0	0	0	3530000	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q7L775"	1956800	1886900	2351100	5352900	0	5375500	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q9H2U1"	3491800	4365100	0	6810000	9614100	0	1	1	NA	1	1	NA	NA	NA
"Unmodified"	"Q96GC9"	0	2433500	0	0	6050000	0	NA	1	NA	NA	2	NA	NA	NA
"Unmodified"	"Q9HDC9"	10541000	0	0	26188000	5472600	22194000	2	NA	NA	2	1	2	NA	NA
"Unmodified"	"Q15155;Q5JPE7;P69849"	4288600	5514900	3692900	8184800	8706100	7122400	2	2	2	2	1	2	NA	NA
"Unmodified"	"P47897"	18753000	27293000	14953000	44134000	27732000	38413000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q13045"	4303300	4687800	4731300	8966700	7074100	9840100	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NSD9"	7564100	9663400	9722600	18095000	11480000	17730000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O95071"	1326200	1227600	1070100	2888500	2451700	2520400	1	1	1	1	1	1	NA	NA
"Unmodified"	"P36873"	11118000	15168000	9043700	29125000	16549000	21694000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P18858"	2416800	0	0	3838600	4892000	0	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q6GMV3"	14634000	24019000	9734100	20289000	19612000	22005000	1	2	1	1	1	1	NA	NA
"Unmodified"	"P30566"	0	0	1194200	4696900	0	3601300	NA	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q99575"	3230400	3960300	0	7215600	7173600	5865000	1	1	NA	1	1	1	NA	NA
"Oxidation (M)"	"P41252"	1158000	1794800	1163200	2325000	1536800	1864500	1	1	1	1	1	1	NA	NA
"Unmodified"	"O60493"	12305000	17279000	14149000	30778000	47269000	29464000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BS26"	3369100	3707200	0	5996500	709240	4513800	2	1	NA	1	1	1	NA	NA
"Unmodified"	"P50452"	3538300	0	2523400	5506800	0	6353900	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q9H3N1"	2951200	0	1777800	6273400	0	4422800	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"P62633"	70093000	87698000	68474000	157890000	247320000	139640000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q9NUU7;Q9UMR2"	5749700	5520000	5222500	11566000	6778800	11201000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q99459"	0	903340	0	1203200	0	3266600	NA	1	NA	1	NA	1	NA	NA
"Unmodified"	"Q8IWA0"	5809100	6530500	0	10219000	7927500	0	1	1	NA	1	1	NA	NA	NA
"Unmodified"	"CON__Q3KUS7"	10479000	32765000	24936000	55940000	13556000	60422000	2	2	2	2	2	2	"+"	NA
"Unmodified"	"Q5RKV6"	7466300	7750000	4199200	15129000	6754900	13962000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NVG8"	0	6319800	0	0	6688800	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"Q9P2B2"	2011400	1622800	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P14868"	13017000	16657000	17029000	39617000	21422000	31964000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O60763"	5439300	6215200	4809900	12058000	7956200	0	1	1	1	1	1	1	NA	NA
"Unmodified"	"P22314"	106220000	117530000	100180000	186360000	129910000	206760000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P55010"	0	0	0	0	6278600	12125000	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q8WUM0"	11816000	10340000	9875500	16715000	21840000	20014000	2	2	2	2	1	2	NA	NA
"Oxidation (M)"	"P05388"	13756000	14324000	9268700	22688000	13457000	24649000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q8TAT6"	2957400	3532000	2074100	8200400	4354600	6350100	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q16531"	9659500	14698000	10814000	20750000	40549000	23159000	2	2	1	2	2	2	NA	NA
"Unmodified"	"A0FGR8"	4759600	0	0	8219600	0	6584700	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"O14734"	0	2359000	0	3874900	4431500	5840900	NA	1	NA	1	1	1	NA	NA
"Unmodified"	"O15042"	0	10201000	5898900	19281000	7714300	14767000	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q8NI08"	0	0	0	2063000	0	0	NA	NA	NA	1	NA	NA	NA	NA
"Unmodified"	"Q9Y3A4"	3214300	0	3461400	8866900	4920900	7395600	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P61353"	204630000	115720000	118010000	457560000	310980000	430260000	2	1	1	2	2	2	NA	NA
"Unmodified"	"P39019"	127630000	162040000	111950000	322830000	216810000	246780000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P30046;A6NHG4"	0	0	0	0	0	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"Q92841"	32925000	36878000	28546000	70837000	0	62276000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P15170;Q8IYD1"	2564300	4404200	4261400	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Oxidation (M)"	"P08238"	4.1e+07	44075000	40386000	73191000	169690000	92356000	3	3	2	3	3	3	NA	NA
"Unmodified"	"P13797;Q14651"	52260000	59051000	18698000	110290000	61663000	70904000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q96T76"	0	0	0	0	0	9278600	NA	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"P12270"	8733300	9766100	7062300	16295000	11712000	13416000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P12814"	23912000	0	14425000	43378000	51425000	36481000	2	NA	2	2	1	1	NA	NA
"Unmodified"	"Q03252"	0	3311400	1622300	3249300	1371500	3325200	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q15149"	0	17433000	12799000	34649000	23354000	30941000	NA	1	1	1	1	1	NA	NA
"Unmodified"	"P04843"	4191300	5420900	2941100	9701400	4916200	6172800	1	1	1	1	1	1	NA	NA
"Unmodified"	"O00159"	4803400	6575300	0	7565700	5237800	8660800	1	1	NA	1	2	1	NA	NA
"Unmodified"	"Q15149"	13223000	12023000	10045000	25914000	7520000	31771000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q9H6R0"	0	3664100	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q99798"	14296000	19665000	17044000	39510000	26807000	36230000	1	1	1	1	2	2	NA	NA
"Unmodified"	"P30043"	10380000	12298000	10487000	22555000	0	16310000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P55010"	9601300	12603000	10252000	18540000	12361000	18645000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75643"	630200	2199100	1855300	7683800	9382700	7025800	1	2	2	2	1	2	NA	NA
"Unmodified"	"Q02790"	29037000	17066000	6846500	58652000	38409000	44735000	2	1	1	2	2	2	NA	NA
"Unmodified"	"P01111"	6111500	6571200	0	13781000	8026900	8982400	1	1	1	1	1	1	NA	NA
"Unmodified"	"A8CG34;Q96HA1"	0	0	0	0	2144100	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P51659"	22110000	28078000	20977000	54606000	30694000	41406000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75150"	1867100	2232100	1741000	4665700	3168800	4631000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P09874"	0	4334300	2305400	0	3893800	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"P04843"	20897000	29855000	17882000	62032000	31048000	50440000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q14CX7"	0	2079600	1633500	0	4664100	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"CON__Q28194;P07996"	6414700	6150000	4805000	9493000	6724600	10267000	3	3	3	2	3	3	"+"	NA
"Unmodified"	"P09651;Q32P51"	0	535890000	468480000	0	0	0	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q6P1N0"	1279900	0	0	4320800	0	4119900	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q96GA3"	456700	0	285190	733060	674210	1114800	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P05023;P13637;P50993;P20648"	22274000	30220000	20231000	36027000	29182000	54102000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P12814"	9811400	10881000	0	20401000	0	18167000	2	2	NA	2	NA	2	NA	NA
"Unmodified"	"P50851"	0	0	0	0	1976100	3184200	NA	NA	NA	NA	1	1	NA	NA
"Oxidation (M)"	"P55060"	7341800	9093400	0	20094000	0	25132000	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"Q86V21"	3385400	0	2447900	3226000	0	0	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q96ME7"	1825100	0	0	5078500	0	5576100	1	NA	NA	1	NA	1	NA	NA
"Oxidation (M)"	"P09429"	3732500	0	3330100	5561200	10714000	7024400	1	1	1	1	2	1	NA	NA
"Unmodified"	"P68363;Q9H853;P68366;Q9BQE3"	60533000	60028000	47614000	68762000	516530000	146380000	2	1	2	3	2	1	NA	NA
"Unmodified"	"Q8TEQ6"	0	0	0	0	4318700	0	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q7Z6E9"	2860100	3300700	2801900	5787100	3147300	1218300	1	1	1	1	1	1	NA	NA
"Unmodified"	"P50135"	1897300	0	430600	5640900	2341600	2905800	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P36957"	3643600	5605900	5090700	10981000	0	0	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q99816"	0	0	0	0	5486200	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"Q13813"	3086600	17015000	3434900	7652400	4719500	10451000	1	2	1	1	1	2	NA	NA
"Unmodified"	"Q6DD87"	1464200	0	1117300	2115200	2546100	2669100	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9H5N1"	0	1449700	921730	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q9UI30"	22530000	30715000	20975000	51055000	49711000	50501000	1	1	1	2	1	2	NA	NA
"Unmodified"	"B0I1T2"	3371400	4847800	3273000	7410200	3075100	7470200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q16531"	22703000	27910000	20196000	65414000	82218000	54470000	1	1	1	1	2	1	NA	NA
"Unmodified"	"P57088"	13709000	18959000	9635900	48743000	56665000	41999000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P07900;Q14568"	254120000	0	251600000	557770000	0	527430000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O15067"	0	0	0	5035400	0	3537900	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"P27695"	31845000	42090000	11790000	23875000	19961000	42740000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P16615;O14983"	3291500	0	2538100	5130600	0	5005900	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q99848"	20998000	24434000	16496000	39057000	29939000	40748000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q9BUJ2"	8281100	9673800	0	18967000	13302000	18041000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q9BYX2"	0	921130	0	0	0	1530400	NA	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q9UBX3"	8687700	11213000	7005100	16388000	11117000	17304000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P02545"	137690000	130010000	110100000	314230000	1715300	263780000	1	1	2	2	2	2	NA	NA
"Unmodified"	"Q8TEQ6"	0	0	14804000	0	5385100	0	NA	NA	1	NA	1	NA	NA	NA
"Unmodified"	"Q9P2J5"	4052500	3966100	3344100	7390500	13588000	8529400	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9UBV8"	2452600	0	2210600	4453300	9423900	4433800	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q6P1A2"	1252500	0	0	2776300	0	0	1	NA	NA	1	NA	NA	NA	NA
"Unmodified"	"Q96Q11"	0	6736000	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"CON__Q2KIF2"	10914000	13587000	10788000	24389000	0	21269000	1	1	1	1	NA	1	"+"	NA
"Unmodified"	"Q13596"	0	12385000	9173000	0	12715000	18469000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BX95"	1517000	0	1701400	3510200	0	3403200	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q14203"	4114200	0	5715900	10785000	7696000	9940200	1	NA	1	1	1	1	NA	NA
"Unmodified"	"O95399"	152820000	200880000	155030000	363540000	219560000	332980000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q7Z4W1"	1497700	1309500	0	4863700	1660400	2939400	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q8NCE0"	0	0	2219300	3418800	0	0	NA	NA	1	1	NA	NA	NA	NA
"Oxidation (M)"	"Q01844"	4257500	4574900	5657200	9289700	7801900	9025600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q6NUQ4"	0	2983600	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P12270"	6168100	7910300	7335000	11555000	10648000	11013000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96PU5"	0	1705800	0	0	0	3297100	NA	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q9Y6G9"	7308600	6374500	1458600	0	3024700	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q6YHK3"	658340	0	0	4655900	4756300	3995300	1	NA	NA	2	1	2	NA	NA
"Unmodified"	"O95833"	7887700	8258700	6980300	14765000	10538000	11468000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15149"	13246000	17080000	15768000	30271000	20708000	30414000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q8WVM8"	1706400	1523600	2148300	4093800	1456500	2885500	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BZI7"	2015500	1743800	2172000	4251800	5892700	4709000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75131"	0	730290	392460	1242200	2444600	1019700	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q13242"	0	9508100	8535000	0	6823800	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"P06744"	61606000	68129000	50152000	140080000	46675000	109730000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q16891"	12529000	18248000	0	25701000	19114000	24698000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q9Y315"	7279800	0	8205700	16816000	12636000	16208000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96EL3"	8525200	0	7272400	0	11409000	0	1	NA	1	NA	1	NA	NA	NA
"Unmodified"	"P62191"	30944000	34722000	29897000	81288000	41716000	67972000	2	1	2	2	1	2	NA	NA
"Unmodified"	NA	10585000	5735100	8697900	18429000	8289800	17905000	2	1	2	2	1	2	NA	"+"
"Unmodified"	"P60842"	37986000	50250000	33353000	87770000	37283000	97173000	1	1	2	2	1	2	NA	NA
"Unmodified"	"P61158"	11403000	13914000	10027000	22054000	32493000	21416000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P13807"	2345900	4627400	2361300	3569000	9611200	0	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P50991"	5632200	7736000	0	10488000	8591400	13210000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q9HAV7"	11605000	12839000	13612000	24901000	0	21745000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P43490"	1357200	0	1200000	3615800	6234500	5487300	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9Y262"	16436000	18762000	15699000	41183000	21419000	32176000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q05655"	0	0	0	0	0	2688000	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"P35813"	1330400	1380700	0	2901400	1831900	2577600	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P22314"	114660000	143210000	122820000	269790000	179910000	236610000	1	1	1	2	3	2	NA	NA
"Oxidation (M)"	"P40939"	0	3145800	3864300	10179000	0	7267300	NA	1	1	1	NA	1	NA	NA
"Acetyl (Protein N-term)"	"Q9Y262"	0	6631900	0	8625600	0	8227700	NA	1	NA	1	NA	1	NA	NA
"Unmodified"	"P61026"	1776000	3137700	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q9H583"	0	0	2616700	0	0	0	NA	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"Q09028;Q16576"	78101000	92939000	75267000	157760000	126140000	158080000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NR45"	15061000	21647000	13654000	32563000	19712000	22102000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O43491"	5709400	6388300	4686100	13177000	9295100	8259000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q7Z478;Q6P158"	1956900	0	0	3541900	2197000	2807800	1	1	NA	1	1	1	NA	NA
"Oxidation (M)"	"P62316"	12659000	24106000	14190000	30575000	19151000	32754000	1	2	3	3	2	2	NA	NA
"Unmodified"	"Q92598"	14061000	17626000	12115000	26845000	0	23648000	2	1	2	2	NA	2	NA	NA
"Unmodified"	"Q7L2E3"	3389900	0	0	0	2971800	3684200	1	NA	NA	NA	1	1	NA	NA
"Unmodified"	"P21980"	12168000	18747000	11253000	37672000	49843000	28755000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q5JTZ9"	3104000	3654700	1936300	6390900	4527100	5777800	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96I59"	2648000	3358800	2047400	5923900	0	4433000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q1KMD3"	6470900	8906500	8157300	8448500	5939700	8915400	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q6PKG0"	0	2061800	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P06748"	487230000	613500000	412770000	1087300000	764850000	1170100	1	2	2	1	1	1	NA	NA
"Unmodified"	"P18887"	3124000	4237900	957710	2934900	1467300	4209600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q13561"	14584000	0	10853000	35297000	45146000	37532000	2	NA	1	2	1	2	NA	NA
"Unmodified"	"Q6NZY4"	3482700	4444400	4332800	8186100	10946000	6850400	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H8H2"	661520	0	311250	639740	573640	805720	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9Y530"	1906300	2428100	0	0	282310	2241900	1	1	NA	NA	1	1	NA	NA
"Unmodified"	"O75531"	26211000	42477000	26250000	50930000	19574000	61203000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BRS2"	1900300	0	0	5299200	2951700	4593200	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"O43252"	2776200	0	1854400	4279900	0	4102400	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"O00487"	10259000	0	0	23997000	10965000	21643000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P21796"	12058000	13557000	11405000	23684000	24161000	29304000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P47756"	29466000	32635000	24317000	64473000	38217000	59479000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q15796;P84022;O15198;Q15797;Q99717"	3901600	0	3046200	7426900	10006000	9184200	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q00610"	69013000	84165000	91258000	139500000	74964000	121600000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q00796"	24828000	2423700	25085000	54755000	0	52638000	1	1	2	1	NA	1	NA	NA
"Unmodified"	"P54136"	25641000	26851000	24280000	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P14550"	1476400	0	1174600	0	0	3380400	1	1	1	NA	NA	1	NA	NA
"Oxidation (M)"	"P62906"	19598000	11482000	21046000	55059000	37375000	45732000	2	3	2	2	2	2	NA	NA
"Unmodified"	"Q9NX47"	5088700	0	4130000	12163000	0	11457000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"P00390"	12086000	13498000	11622000	30889000	23105000	25709000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q969X6"	2571900	3313000	3785100	5441400	0	4797300	1	1	1	1	NA	1	NA	NA
"Oxidation (M)"	"P16070"	8080000	9129700	8316500	14634000	9557300	16960000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P24752"	18774000	23800000	11470000	39844000	56715000	29349000	2	2	3	2	2	3	NA	NA
"Unmodified"	"Q92973;O14787"	0	32729000	16591000	0	82473000	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"O75746"	2140200	2496300	0	0	0	3062400	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"P49756"	0	5261600	0	639660	0	6282000	NA	1	NA	1	NA	1	NA	NA
"Unmodified"	"P50990"	57156000	80235000	58802000	155670000	105300000	135290000	1	1	1	1	1	1	NA	NA
"Unmodified"	"CON__Q29RQ1"	4083400	4011900	3365900	7894200	5929600	0	1	1	1	1	1	NA	"+"	NA
"Unmodified"	"Q9UJU6"	556240	0	997840	2068000	3487600	2027700	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P14649"	0	0	1110400	0	0	0	NA	NA	1	NA	NA	NA	NA	NA
"Oxidation (M)"	"P52888"	0	0	2726800	0	8377700	10168000	NA	NA	1	NA	1	1	NA	NA
"Unmodified"	"Q3B726"	1716100	4308300	2400100	0	1204100	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q92888"	1538900	0	1198200	4076400	4247500	3419000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P50995"	13020000	16533000	12304000	32736000	19031000	27321000	1	1	1	1	2	1	NA	NA
"Unmodified"	"Q9UET6"	1540700	0	0	1963200	0	1304900	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q6P1N9"	6063000	0	3727700	12320000	6700400	9870600	2	NA	1	2	2	2	NA	NA
"Oxidation (M)"	"O00571;O15523;P17844;Q92841"	19858000	12653000	9312700	25813000	18065000	33755000	4	3	3	3	3	4	NA	NA
"Unmodified"	"Q6IA86"	0	0	0	0	0	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P41252"	0	0	0	0	0	0	NA	NA	NA	1	NA	NA	NA	NA
"Unmodified"	"P49023"	4075500	3530100	2567900	7445500	4475500	5974200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q93052"	3137100	0	2363300	5523700	4195200	4100700	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P62714;P67775"	0	14518000	12194000	0	20768000	30082000	NA	1	1	NA	1	1	NA	NA
"Unmodified"	"P00492"	9031900	11499000	6814600	28708000	9853700	22888000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P52948"	3475000	5633900	3400700	7320000	10667000	7458100	1	1	1	1	1	1	NA	NA
"Unmodified"	"P46782"	117410000	156360000	148910000	280630000	367360000	294870000	2	2	2	3	2	2	NA	NA
"Unmodified"	"CON__ENSEMBL:ENSBTAP00000007350"	47011000	52479000	45546000	118870000	81251000	100870000	1	1	1	2	2	2	"+"	NA
"Acetyl (Protein N-term)"	"Q9BXS5"	0	9571700	0	15074000	16348000	0	NA	1	NA	1	1	NA	NA	NA
"Unmodified"	"Q15418"	1943500	4133600	0	9670600	5025600	9752900	1	1	NA	1	1	2	NA	NA
