"Modifications"	"Proteins"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"Experiment QC02_210326"	"Experiment QC02_210331"	"Experiment QC02_210402"	"Experiment QC02_210406"	"Experiment QC02_210410"	"Experiment QC02_210411"	"Potential contaminant"	"Reverse"
"Unmodified"	"P28290"	2921800	3986400	2238000	5355900	3184500	5163700	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q7L7V1"	183500	0	0	831940	0	679110	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"CON__Q2UVX4"	7905100	0	2460900	12253000	7606600	8990600	2	NA	1	2	2	2	"+"	NA
"Unmodified"	"Q5VYK3"	0	3760900	2049400	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P00338"	585750000	737330000	471810000	867730000	592440000	919980000	3	2	2	2	3	4	NA	NA
"Unmodified"	"Q92616"	9794400	12237000	9722800	26246000	16475000	25734000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P62140;P62136;P36873"	20057000	24917000	25739000	45599000	58842000	46202000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P52306"	3058600	0	0	6194700	4009600	7266700	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q04206"	4113200	4552100	4070700	9883400	6139200	7513000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P43307"	32746000	47852000	34438000	0	50956000	69845000	1	1	1	NA	2	1	NA	NA
"Unmodified"	"Q9Y6M5"	9186700	10399000	9967400	13039000	20390000	18571000	2	1	2	1	1	2	NA	NA
"Unmodified"	"Q709C8"	3965600	0	2005200	1800000	0	2964300	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"O94979"	5442700	4801200	4197400	5970600	14777000	9687900	2	2	2	2	2	2	NA	NA
"Unmodified"	"P19174"	0	6412700	0	0	877320	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"Q99873;Q9NR22"	20024000	36079000	20613000	50959000	29029000	42081000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q9NZ01"	1159500	0	460810	1786200	1338600	1782500	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9UQE7"	2768500	0	0	0	0	2726800	1	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q8NHQ9"	1826400	2590400	0	3053300	0	3831400	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q9NQW7"	3922200	4130600	0	12232000	6956100	8669000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q5BKZ1"	0	0	0	0	3555900	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q8N668"	2142200	1789600	0	0	4103600	6228000	1	1	1	NA	1	1	NA	NA
"Unmodified"	"P49189"	12524000	17136000	13033000	23690000	1759600	26849000	2	2	2	2	1	2	NA	NA
"Unmodified"	"Q9BXS6"	0	0	1082600	3248400	4713600	2456300	NA	NA	1	1	1	1	NA	NA
"Unmodified"	"P53618"	6499900	8121400	6841200	0	15681000	2823000	2	2	2	NA	1	3	NA	NA
"Unmodified"	"Q9H3K6"	32652000	67784000	8084300	63028000	60660000	50544000	1	2	1	1	2	1	NA	NA
"Unmodified"	"P61081"	3654800	0	0	0	0	736720	1	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q14116"	39773000	42327000	34457000	85870000	48478000	70242000	1	1	1	1	1	2	NA	NA
"Unmodified"	"P35250"	9985000	14819000	9881500	23576000	14722000	22573000	1	1	1	1	1	1	NA	NA
"Acetyl (Protein N-term)"	"Q15717"	3824200	6623900	4430600	6429800	3521400	7457400	1	1	1	1	1	1	NA	NA
"Unmodified"	"P78527"	0	0	0	0	75260000	0	NA	NA	NA	NA	2	NA	NA	NA
"Unmodified"	"Q92499"	5902800	3906200	3715800	7061700	0	6884400	1	1	1	1	1	1	NA	NA
"Unmodified"	"O60437"	2552100	2938100	2316800	4103300	3197400	4213100	1	1	1	1	1	1	NA	NA
"Unmodified"	"P62191"	730510	1673200	684070	2187700	4408600	2578200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96P48"	0	0	0	3691000	2368500	2981100	NA	NA	NA	1	1	1	NA	NA
"Acetyl (Protein N-term)"	"P12236"	12951000	0	13311000	21959000	0	25588000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"CON__Q3ZBS7"	7600500	6965200	3300100	22417000	37708000	14722000	2	2	1	2	3	2	"+"	NA
"Unmodified"	"Q09666"	12513000	13958000	13641000	24415000	8764000	12605000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q3LXA3"	18993000	21506000	19025000	45886000	57896000	42276000	2	2	2	2	2	2	NA	NA
"Unmodified"	"O95373"	25039000	31669000	24620000	46137000	80266000	40292000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P25786"	4088900	0	0	8808900	6144600	5472900	1	NA	NA	1	1	2	NA	NA
"Unmodified"	"Q9UKN8"	2531100	3039600	4891000	5312200	7747000	5172100	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P0CL82;P0CL81;P0CL80;O76087;Q4V326;P0DTW1;P0DSO3"	1188200	0	0	0	17379000	0	1	NA	NA	NA	3	NA	NA	NA
"Unmodified"	"P15328"	53351000	55703000	60676000	82784000	81063000	128880000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P15586"	2296900	2577600	0	5503700	0	4696600	1	1	1	1	1	1	NA	NA
"Unmodified"	"P78371"	25237000	27118000	27027000	53591000	41393000	54993000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15149"	21512000	32174000	8688900	51444000	25330000	38713000	3	2	2	3	3	2	NA	NA
"Unmodified"	"P21127;Q9UQ88"	2082000	0	1850100	3688100	2212800	0	1	NA	1	1	1	NA	NA	NA
"Unmodified"	"P21333"	111500000	26869000	39605000	222580000	140190000	220190000	2	1	2	2	2	3	NA	NA
"Unmodified"	"Q8TC12"	0	14262000	10830000	27713000	24430000	28332000	NA	1	1	1	2	1	NA	NA
"Unmodified"	"Q96DI7"	45392000	6313100	4341200	111030000	70830000	94552000	2	1	1	2	2	2	NA	NA
"Unmodified"	"P60891"	28450000	5549900	19678000	41977000	26938000	40825000	2	2	1	2	2	2	NA	NA
"Unmodified"	"Q96GC5"	0	0	0	0	2912700	5553700	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q07065"	2882000	4073800	0	5601700	0	5855600	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"Q00610"	39649000	0	38359000	45137000	0	138060000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"P55145"	0	11817000	10359000	0	16390000	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q8WXH0"	0	1187200	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q9H444"	16325000	19281000	12674000	26803000	23171000	29708000	3	2	2	2	2	4	NA	NA
"Unmodified"	"Q9NUQ3"	0	0	879300	1361700	0	0	NA	NA	1	1	NA	NA	NA	NA
"Unmodified"	"Q8TDD1"	8272800	9900300	5537200	21182000	13471000	16038000	1	1	1	1	2	1	NA	NA
"Unmodified"	"Q16539"	0	1307400	1086900	2547000	1967900	0	NA	1	1	1	1	NA	NA	NA
"Unmodified"	"P48643"	34771000	45632000	34987000	75517000	33131000	66294000	2	2	2	2	1	2	NA	NA
"Unmodified"	"P14735"	1134700	0	0	4130600	2849700	3966300	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q15714;O75157;Q9Y3Q8"	6892700	0	5469400	15031000	5778000	12820000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"O43678"	8767600	11705000	8982100	21266000	17338000	16591000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8NBL1"	2774200	0	2473700	5756300	4328400	6005500	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q27J81"	6019700	0	4362900	8902400	5051500	7161600	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q16666"	5631200	5786900	5036100	12536000	11721000	10350000	1	1	2	1	1	1	NA	NA
"Unmodified"	"Q96MW1"	0	6258800	0	0	0	16336000	NA	1	NA	NA	NA	1	NA	NA
"Unmodified"	"O60610"	0	10587000	8709700	19422000	23381000	0	NA	1	1	1	1	NA	NA	NA
"Unmodified"	"P54886"	2295500	2205600	1813800	0	0	3757700	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"P49721"	42725000	53008000	39195000	93649000	48158000	66828000	3	2	2	2	2	2	NA	NA
"Unmodified"	"Q9BQ69"	4837800	4262900	1828800	0	0	9399800	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"Q86TU7"	2864000	0	5285600	6523900	0	0	1	NA	1	1	NA	NA	NA	NA
"Unmodified"	"P52701"	12524000	12013000	11106000	27283000	14439000	23183000	1	1	1	1	1	1	NA	NA
"Unmodified"	"CON__Q0V8M9"	18765000	20719000	17785000	45732000	61734000	40837000	2	2	2	2	2	2	"+"	NA
"Unmodified"	"Q14008"	1296600	0	0	0	0	2684600	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"O00161"	3382500	3025700	3260400	7069000	0	6543700	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q8NFF5"	0	1217800	0	1307400	0	1436100	NA	1	NA	1	NA	1	NA	NA
"Unmodified"	"P19174"	1214600	1040200	926460	0	0	1736800	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"O95352"	0	2418600	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q00610"	76284000	100100000	75398000	172440000	120050000	166030000	1	1	1	1	1	1	NA	NA
"Unmodified"	"CON__Q3MHH8"	2123000	2485700	1689600	5669600	9350700	5599000	1	1	1	1	1	1	"+"	NA
"Unmodified"	"P49736"	13476000	14700000	10806000	24395000	37117000	20644000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q9Y295"	3644400	3726600	12064000	27352000	12324000	23068000	1	1	2	2	1	2	NA	NA
"Unmodified"	"P09661"	21286000	0	25027000	53182000	41279000	45739000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P47897"	5316200	5907600	3809000	12510000	6843700	8229400	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q12965"	7953100	10294000	6607200	19575000	0	15568000	2	2	2	2	NA	2	NA	NA
"Unmodified"	"Q9Y490"	4008500	4925300	1795600	4211100	2597300	5752000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q7Z4Q2"	0	0	0	9299900	0	3512200	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q5UIP0"	1460600	2638800	1364700	5335000	0	0	1	1	1	1	NA	NA	NA	NA
"Unmodified"	"O15344"	2894500	2566400	4097400	6883300	0	7306200	1	1	1	1	NA	1	NA	NA
"Unmodified"	"O60318"	0	0	0	0	4303000	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q13724"	5951000	8040100	6863800	20057000	49140000	19419000	2	2	2	2	2	3	NA	NA
"Unmodified"	"O15027"	2969400	3894900	3945000	6363900	5892000	8310100	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q15717"	0	4693000	3395300	2771900	1807900	0	NA	2	2	1	1	NA	NA	NA
"Acetyl (Protein N-term)"	"Q9HAV4"	4910400	3781900	0	8777400	0	0	1	1	NA	1	NA	NA	NA	NA
"Unmodified"	"Q92925"	2517500	0	0	5030500	6893400	7002600	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q5H9R7"	0	0	0	0	13785000	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q14008"	1843000	1919500	0	6947900	0	4747900	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"P50750"	2805700	2977900	2108700	3717400	2456900	4729300	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q03405"	2337400	3306500	0	5345400	4305700	7896200	1	1	NA	1	1	1	NA	NA
"Unmodified"	"O75369"	58087000	88014000	65153000	144020000	96089000	137190000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P13639"	0	0	0	0	0	1338400	NA	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q68CP9"	0	0	0	0	2890000	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P12004"	35376000	39651000	21684000	48966000	22732000	46023000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O43676"	4276700	6078500	3642700	11117000	4222900	10019000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q86TB9"	0	0	0	1311800	0	1324900	NA	NA	NA	1	NA	1	NA	NA
"Unmodified"	"O15355"	12637000	13385000	12371000	22300000	16709000	24175000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P11586"	52941000	62798000	50205000	122710000	105370000	116960000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O14949"	10394000	20154000	7501000	0	12142000	4315800	1	2	1	NA	1	1	NA	NA
"Unmodified"	"Q9Y5K8"	3205700	5448800	3193500	11995000	6381400	9659500	1	1	1	1	1	2	NA	NA
"Unmodified"	"Q9Y5K8"	0	3603300	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q14573"	5556300	0	5579100	12941000	14063000	9763100	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P40763"	3960600	4094900	3456500	7174100	7031800	8625500	1	1	1	1	2	1	NA	NA
"Unmodified"	"Q86UV5"	942500	10471000	0	0	21919000	47918000	1	1	NA	NA	2	3	NA	NA
"Unmodified"	"Q9UJ83"	3555000	2869400	0	6059500	4727900	0	1	1	NA	1	1	NA	NA	NA
"Unmodified"	"O75940"	2099100	6968900	5086800	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q14573"	0	1102700	3798000	0	6120200	5460500	NA	1	1	NA	1	1	NA	NA
"Unmodified"	"Q8IXI1;Q8IXI2"	2444100	3631700	2669500	4149300	0	2841200	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q86U86"	0	0	0	0	2009300	2234600	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q9H267"	2123700	3398000	1465100	0	1731900	4819200	1	1	1	1	1	1	NA	NA
"Unmodified"	"P62424"	204680000	187530000	1093300	460040000	263900000	359130000	2	2	2	1	2	3	NA	NA
"Unmodified"	"Q15154"	1369800	3222600	1847400	3951400	6804300	3415800	1	2	1	1	2	1	NA	NA
"Unmodified"	"Q9H7B2"	5977600	0	0	9678300	6680500	9227000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"P53621"	5114500	4812900	3775200	0	3533500	6689600	1	1	1	1	1	1	NA	NA
"Unmodified"	"O43865;Q96HN2"	5227600	0	5084500	0	0	0	1	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"Q9Y2H6"	1708800	3340600	1249700	2925200	1889200	2886400	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15369"	7619400	8625700	6779900	13085000	7503100	16159000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q13177;O75914;Q13153"	8349100	0	0	15783000	23293000	0	1	NA	NA	1	2	1	NA	NA
"Unmodified"	"Q8N1G4"	9193900	9047200	7766000	25260000	0	19899000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q5JSZ5"	2022200	0	0	4500400	0	4004100	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q53EL6"	14355000	15217000	13038000	31114000	21944000	32026000	2	2	2	2	2	2	NA	NA
"Unmodified"	"P24941"	1895700	0	0	3986400	2843600	3479600	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"O95347"	8025000	8765600	6401900	25969000	15923000	24636000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P46934"	2242600	0	2630600	5358700	11011000	5460100	2	NA	2	2	2	2	NA	NA
"Unmodified"	"P23368"	863680	1406600	991750	2484300	5312100	2008400	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49368"	9909000	10140000	5848300	10870000	28764000	0	1	1	1	1	2	NA	NA	NA
"Unmodified"	"Q9H0D6"	3391200	3303800	2964200	6523100	8639000	7598700	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8NDX5"	0	1316800	0	2622800	0	2908700	NA	1	NA	1	NA	1	NA	NA
"Unmodified"	"P08195"	21734000	17419000	21731000	15293000	38268000	0	2	2	2	2	2	1	NA	NA
"Unmodified"	"P31327"	44486000	63283000	48803000	112310000	110340000	99209000	2	2	2	2	2	2	NA	NA
"Unmodified"	"O43583"	9631600	28967000	13363000	24366000	19170000	19643000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P00403"	4551600	0	4774000	9686300	21904000	10269000	1	NA	1	1	2	1	NA	NA
"Unmodified"	"Q13242"	1492200	3634600	0	0	0	258490	1	2	NA	NA	NA	1	NA	NA
"Unmodified"	"Q9Y4L1"	23590000	21601000	45303000	69309000	73006000	96538000	2	1	1	3	1	2	NA	NA
"Unmodified"	"P54278"	1257100	2121500	1044000	2855400	0	2681700	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P16989"	5675300	4999300	3398200	7876300	2025300	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"CON__P02769"	54765000	55019000	2585200	6393500	5917200	40876000	1	1	1	1	1	1	"+"	NA
"Unmodified"	"Q13242"	22256000	28261000	22023000	59121000	36955000	48811000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	NA	11135000	3991500	0	13618000	4603500	16641000	2	1	NA	2	1	2	NA	"+"
"Unmodified"	"O43865"	7384900	8331100	4906800	15307000	6001200	14147000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P07203"	1612500	2678800	3636400	3890300	4838200	3011600	1	1	2	1	2	1	NA	NA
"Unmodified"	"P49327"	3637400	4147900	0	0	6585100	7505300	1	1	NA	NA	1	1	NA	NA
"Acetyl (Protein N-term)"	"Q8WVY7"	3356800	5237300	6310400	13928000	5700500	12035000	1	2	2	2	1	2	NA	NA
"Unmodified"	"P62910"	43861000	8716700	41816000	101260000	51820000	83847000	2	1	4	2	4	2	NA	NA
"Unmodified"	"Q13547;Q92769"	4835200	20941000	7703300	24068000	13509000	18939000	1	2	1	2	2	2	NA	NA
"Unmodified"	"O75569"	4257400	4957700	3514400	8334200	6180900	11112000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P40939"	2332200	0	1864600	3814200	0	7133700	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q13526"	22903000	24249000	20663000	39917000	57753000	35928000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q13200"	14591000	18653000	13967000	29072000	19816000	25549000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q92616"	0	16072000	7197100	32874000	19933000	7770800	2	2	1	2	2	3	NA	NA
"Unmodified"	"P15924"	467210	1345400	0	1659700	3835600	1875900	1	1	NA	1	1	1	NA	NA
"Acetyl (Protein N-term)"	"P62258"	119230000	149450000	122200000	250190000	116760000	288360000	1	1	1	2	2	2	NA	NA
"Unmodified"	"O14908"	2119000	2909900	1755800	4610500	4381300	3727100	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96ST2"	0	666300	705440	2311000	0	1879200	NA	1	1	2	NA	2	NA	NA
"Unmodified"	"Q09666"	25611000	22262000	20570000	54878000	69863000	47225000	1	1	1	1	1	1	NA	NA
"Unmodified"	"CON__Q2UVX4"	52678000	63994000	47775000	110260000	70788000	107460000	1	1	1	2	1	1	"+"	NA
"Unmodified"	"O14617"	2800100	3403000	0	4813500	3314000	3537300	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9UKD2"	2521900	4009100	0	8899000	4382200	3259800	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q92621"	0	0	0	1364200	0	0	NA	NA	NA	1	NA	NA	NA	NA
"Unmodified"	"Q9NYU2"	4961700	6130300	4816900	12018000	0	11191000	2	2	2	2	NA	2	NA	NA
"Unmodified"	"Q9Y3T9"	9017100	14750000	0	14331000	12502000	17188000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P78527"	37391000	47110000	33151000	86948000	0	71032000	2	1	2	1	NA	2	NA	NA
"Unmodified"	"Q9H4A3"	1742000	3167200	0	3727400	0	3786400	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"P09543"	0	4765500	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P58107"	2098100	2138000	1622600	0	0	0	1	1	1	1	NA	NA	NA	NA
"Unmodified"	"CON__ENSEMBL:ENSBTAP00000024146"	4863600	7991400	5135200	12135000	25043000	11446000	1	1	1	1	1	1	"+"	NA
"Unmodified"	"P60174"	64689000	96184000	2968200	151280000	211900000	1.61e+08	4	3	1	4	4	4	NA	NA
"Unmodified"	"O75643"	7340700	0	6291700	12031000	20689000	12887000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q14116"	7012800	13783000	4720600	12186000	24893000	15153000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"P05787;CON__P05787;CON__H-INV:HIT000292931"	47982000	81226000	51662000	114530000	83899000	83690000	3	5	4	4	5	5	"+"	NA
"Unmodified"	"Q01970"	0	3476900	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P46736"	4018900	0	0	8653400	5205900	0	1	NA	NA	1	1	NA	NA	NA
"Unmodified"	"Q14166"	0	0	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q96P70"	2065300	0	1480500	3027400	2520600	2656000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9Y606"	5823400	7215100	5670300	13039000	11141000	13196000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P51970"	21435000	21244000	13905000	42423000	63015000	38288000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BRG1"	2789400	0	0	0	0	3684400	1	2	NA	NA	NA	1	NA	NA
"Oxidation (M)"	"P27797"	7966100	42150000	2814200	56845000	85798000	70820000	2	4	1	3	2	2	NA	NA
"Unmodified"	"O00422"	20220000	0	0	2181200	22416000	30908000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q92598"	7070800	0	5368300	13720000	0	18938000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q7Z460"	2326100	1526100	0	4244300	0	3809900	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"Q9HCS7"	0	0	0	0	867200	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q9BS26"	6530800	9900500	6505700	2748100	21871000	2288400	2	2	1	1	1	1	NA	NA
"Oxidation (M)"	"P04406"	18064000	32992000	14449000	63078000	88069000	74297000	3	2	1	2	2	2	NA	NA
"Unmodified"	"Q15717"	20239000	23817000	7256500	43359000	26553000	34996000	1	1	1	3	2	2	NA	NA
"Unmodified"	"P39748"	10199000	0	7226500	27431000	22032000	2220100	1	NA	1	2	1	1	NA	NA
"Unmodified"	"P10809"	39183000	60684000	764960	1951900	0	8159100	1	1	1	1	NA	1	NA	NA
"Unmodified"	"O43491"	5165400	5440800	3873800	8452800	7969300	9517800	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q92945"	6145500	0	5482000	14323000	1380800	7869300	2	NA	2	2	1	2	NA	NA
"Unmodified"	"P42166"	1696400	0	0	0	3260200	0	1	1	NA	NA	1	NA	NA	NA
"Unmodified"	"P49915"	12262000	11439000	0	0	0	0	2	2	NA	NA	NA	NA	NA	NA
"Unmodified"	"P30876"	0	5087900	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Acetyl (Protein N-term)"	"Q16539"	0	6462300	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q8TED0"	1351800	0	881970	2418200	2174600	3245900	1	NA	1	1	1	1	NA	NA
"Oxidation (M)"	"P23396"	32272000	33916000	26999000	65628000	71114000	66025000	4	5	4	4	2	3	NA	NA
"Unmodified"	"Q9H568"	1083000	0	0	0	0	3675000	1	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"P11177"	23735000	29861000	27161000	48461000	76171000	50734000	2	2	2	2	2	2	NA	NA
"Unmodified"	"O00541"	0	0	0	0	4676900	8557500	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49321"	24951000	35571000	16297000	58480000	32085000	63300000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P31040"	2392600	2837800	0	5240800	2675500	3407800	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q9UKS6"	12274000	12302000	11184000	23952000	0	21940000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q7L1Q6"	177620000	139290000	123320000	154350000	17541000	211510000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15084"	41459000	0	5843600	0	0	0	1	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"P20339"	8118100	11448000	6711600	17022000	14932000	18009000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NX46"	1839400	3207000	1820500	5790700	3034900	4881200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8WWM7"	6938200	6941800	6413100	15867000	6796500	12626000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9UIG0"	0	0	0	9601200	6232800	7722100	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"P14625"	112070000	153540000	96912000	285850000	190590000	252680000	1	2	3	2	2	2	NA	NA
"Oxidation (M)"	"Q9Y5S9"	5922000	6419900	7834600	0	10724000	10435000	1	2	2	NA	2	1	NA	NA
"Unmodified"	"O75691"	734770	0	0	2928800	0	2110400	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"Q96I25"	4889800	4000600	5835000	10198000	11751000	12749000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O60716"	5253100	0	0	8394200	5242700	0	1	NA	NA	1	1	NA	NA	NA
"Unmodified"	"O75955"	1193700	2004700	2017100	7604900	13121000	5859600	2	1	1	2	2	2	NA	NA
"Unmodified"	"Q6NW34"	0	0	0	0	0	0	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q13561"	6960100	9542200	7343200	17505000	10178000	14290000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49327"	23009000	25454000	21167000	45723000	103200000	63017000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q00839"	33262000	74144000	62833000	177770000	283100000	147050000	3	3	3	3	2	2	NA	NA
"Unmodified"	"Q96IU4"	4976800	7996800	3027600	11948000	6073900	8458600	1	1	1	2	1	1	NA	NA
"Acetyl (Protein N-term)"	"P51991"	17892000	21508000	16896000	38334000	0	35508000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q14192"	2453300	2910100	0	3644400	2440900	2979100	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75312"	1863600	1967200	1457700	3081300	6695900	4116300	1	1	1	1	1	1	NA	NA
"Unmodified"	"P17066;P48741;P0DMV8;P0DMV9"	119300000	139120000	109650000	249090000	202670000	209250000	1	2	1	1	1	1	NA	NA
"Unmodified"	"Q15404"	15797000	19145000	5016200	7948800	0	0	1	1	1	1	NA	NA	NA	NA
"Unmodified"	"P10768"	8628200	9608600	7505600	16051000	12032000	17986000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P27824"	54047000	77349000	45617000	103840000	109280000	164930000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q9Y678"	6624200	9106200	0	15550000	10469000	16501000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q8WWI1"	1761900	2713700	2359100	4822700	2839100	3894100	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q96JJ7"	7298100	11014000	4201600	21240000	15916000	15630000	2	2	1	2	2	2	NA	NA
"Unmodified"	"P41743"	2045700	0	1849800	4736500	0	0	1	NA	1	1	NA	NA	NA	NA
"Unmodified"	"P78318"	5818100	6052900	4576800	0	8357100	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q9Y2W1"	33309000	43386000	23954000	72559000	45147000	56617000	2	3	1	2	3	3	NA	NA
