"Experiment"	"Retention time"	"Total ion current"	"Reverse"
"III23_210129"	49.379	2036000	NA
"III12_210129"	33.463	4413900	NA
"VIII27_210129"	29.243	8357900	NA
"III23_210129"	25.361	734640	"+"
"VIII27_210129"	62.023	11386000	NA
"HEK_210201"	134.47	268400	"+"
"III23_210129"	93.009	2059400	NA
"III23_210129"	100.91	1419900	NA
"HEK_201204"	33.82	3262400	NA
"III12_210129"	88.257	1636300	NA
"III23_210201"	42.218	13184000	NA
"III12_210129"	79.864	5242700	NA
"HEK_210203"	121.64	1828900	NA
"III23_210129"	46.471	52948000	NA
"HEK_210203"	50.313	3063500	NA
"III12_210129"	134.65	110120	"+"
"III23_210129"	104.97	334540	"+"
"III23_210201"	96.938	4088700	NA
"III23_210201"	127.27	768120	NA
"VIII27_210129"	61.863	5332200	NA
"III23_18compl_210129"	101.1	5766300	NA
"HEK_210203"	48.373	1882900	NA
"III23_18compl_210129"	8.1308	54626	NA
"III12_210129"	94.221	6849600	NA
"III23_18compl_210129"	48.511	3742600	NA
"HEK_210201"	43.856	4351400	"+"
"VIII27_210129"	46.411	1445500	NA
"III23_18compl_210129"	28.745	1835000	NA
"III12_210129"	99.654	1563100	NA
"HEK_201204"	26.21	171600	"+"
"III23_210201"	24.536	770730	NA
"III23_210201"	48.668	3221600	"+"
"III23_18compl_210129"	44.978	913100	"+"
"HEK_210201"	88.282	529630	NA
"III12_210129"	105.32	1606100	NA
"VIII27_210129"	99.677	5055400	"+"
"III23_18compl_210129"	119.92	724860	NA
"III12_210129"	74.287	464220	NA
"HEK_210203"	105.54	716690	NA
"HEK_210201"	61.735	6182800	NA
"III23_210201"	72.371	322380	NA
"III23_210201"	75.103	3781000	NA
"III23_210201"	134.74	78570	NA
"VIII27_210129"	62.292	1393500	NA
"HEK_210203"	73.44	3632500	NA
"VIII27_210129"	78.633	1557200	NA
"III23_210129"	72.609	8573700	NA
"III23_210201"	73.735	1429600	NA
"III23_210129"	60.556	2266000	NA
"HEK_201204"	109.6	748220	NA
"III12_210129"	98.16	147860	NA
"III23_18compl_210129"	130.24	685420	NA
"III12_210129"	81.564	482520	"+"
"III23_18compl_210129"	2.2438	7939000	"+"
"III23_210201"	123.55	738790	NA
"III23_210129"	72.505	6796300	NA
"III23_210201"	71.815	15265000	NA
"HEK_201204"	59.589	17577000	NA
"VIII27_210129"	81.603	2706700	NA
"III23_210201"	27.228	5377400	NA
"HEK_210203"	71.295	995300	NA
"VIII27_210129"	84.972	2986700	NA
"HEK_210201"	115.27	737610	"+"
"III12_210129"	29.902	1496600	"+"
"HEK_210203"	67.825	3141800	NA
"III23_210129"	76.169	1585800	NA
"III23_210129"	54.378	12356000	NA
"III23_210129"	89.312	436180	"+"
"III12_210129"	23.864	2469200	NA
"HEK_201204"	102.43	1511100	NA
"III23_210129"	32.178	8293700	NA
"VIII27_210129"	64.86	662590	"+"
"III12_210129"	73.038	2006500	NA
"HEK_201204"	60.665	807100	"+"
"III12_210129"	113.64	1462100	NA
"HEK_201204"	103.06	1571800	NA
"III12_210129"	59.522	3608100	"+"
"HEK_210203"	55.34	2877900	NA
"HEK_210203"	59.848	10980000	"+"
"VIII27_210129"	85.334	1455800	NA
"VIII27_210129"	129.66	219150	NA
"III23_210129"	59.997	6432000	NA
"HEK_210201"	35.52	12409000	NA
"HEK_210201"	97.299	4102700	NA
"HEK_210201"	79.113	6434900	NA
"HEK_210201"	0.71342	19866	"+"
"HEK_210203"	30.566	8916700	"+"
"HEK_210203"	124.9	824260	NA
"VIII27_210129"	27.697	11192000	NA
"III23_18compl_210129"	122.59	429020	"+"
"HEK_210203"	57.412	3973600	NA
"HEK_210203"	31.47	9032800	"+"
"III12_210129"	80.998	226450	NA
"HEK_210203"	35.578	898690	NA
"III23_210201"	123.53	14246000	NA
"HEK_201204"	62.371	8630200	"+"
"III12_210129"	58.609	3991500	NA
"VIII27_210129"	85.878	4921200	NA
"III23_18compl_210129"	29.657	3610200	NA
"III23_210201"	64.767	20669000	NA
"III23_18compl_210129"	89.693	5382100	NA
"VIII27_210129"	81.017	426790	NA
"III23_210129"	108.43	3183700	"+"
"III12_210129"	124.67	192340	NA
"III23_210129"	62.478	2968600	NA
"HEK_201204"	77.088	13179000	NA
"VIII27_210129"	38.302	5072900	NA
"HEK_210203"	108.36	2487100	NA
"III23_18compl_210129"	112.56	1721300	NA
"VIII27_210129"	137.92	580070	NA
"HEK_210203"	111.9	348930	NA
"HEK_201204"	115.67	1628000	NA
"VIII27_210129"	30.267	5953700	NA
"HEK_201204"	98.652	2690100	NA
"HEK_201204"	34.582	29243000	"+"
"HEK_201204"	79.964	10583000	NA
"HEK_210201"	69.89	5772800	NA
"HEK_210203"	23.44	9319500	"+"
"III23_18compl_210129"	133.27	883210	"+"
"III23_210129"	126.75	217010	NA
"III23_210129"	126.3	229120	NA
"III23_210129"	144.93	16338	NA
"III12_210129"	78.783	1167900	"+"
"III23_210129"	15.944	75515	NA
"HEK_210201"	34.548	19933000	NA
"III23_210201"	71.47	4317800	NA
"VIII27_210129"	22.923	3605700	NA
"III23_210201"	57.949	4418400	NA
"III23_210201"	112.74	2680700	NA
"III23_210201"	131.04	108210	NA
"III23_210129"	34.123	4418200	NA
"HEK_201204"	129.23	368780	NA
"III12_210129"	19.411	231600	NA
"III23_210129"	107.03	1637300	NA
"VIII27_210129"	109.82	2230800	NA
"III23_210129"	33.374	5306100	NA
"III23_210129"	61.388	13482000	NA
"III23_18compl_210129"	35.447	5962600	NA
"VIII27_210129"	73.251	13327000	NA
"HEK_210201"	89.977	7982800	NA
"VIII27_210129"	51.075	4102900	NA
"III23_18compl_210129"	121.42	218830	NA
"III23_210201"	53.346	12233000	NA
"HEK_201204"	147.52	9395700	NA
"III23_210201"	82.988	41041000	NA
"III23_18compl_210129"	90.701	3928800	NA
"III23_210129"	34.198	4279200	NA
"III23_210129"	98.528	2954100	"+"
"HEK_210201"	134.42	3036300	"+"
"III23_210129"	113.3	227060	"+"
"III23_18compl_210129"	62.207	2939000	NA
"HEK_201204"	135.84	44010	"+"
"VIII27_210129"	56.106	3324600	"+"
"HEK_210201"	71.602	2693600	NA
"HEK_201204"	59.53	2960100	"+"
"III12_210129"	40.263	2907900	NA
"VIII27_210129"	57.012	4011400	NA
"III12_210129"	94.205	2951600	NA
"III23_18compl_210129"	63.471	2702900	NA
"VIII27_210129"	52.689	4898000	"+"
"III23_18compl_210129"	85.621	2442400	NA
"HEK_210201"	61.809	29967000	NA
"HEK_201204"	109.88	2386100	NA
"III23_18compl_210129"	133.48	731730	"+"
"III23_18compl_210129"	25.188	5196100	"+"
"VIII27_210129"	110.55	121200	NA
"VIII27_210129"	57.24	2245700	"+"
"III23_18compl_210129"	107.95	241520	"+"
"III12_210129"	122.4	205890	"+"
"III12_210129"	113.65	515230	NA
"III23_18compl_210129"	48.311	26436000	NA
"VIII27_210129"	116.3	298300	"+"
"III23_210129"	110.4	50578000	NA
"HEK_201204"	84.068	3193900	NA
"VIII27_210129"	66.889	4286500	"+"
"HEK_201204"	70.912	4094600	NA
"HEK_201204"	91.15	539980	NA
"III23_210129"	25.525	677620	NA
"HEK_210201"	20.285	472430	NA
"HEK_201204"	27.681	4999300	"+"
"HEK_210203"	50.376	3045100	"+"
"HEK_210203"	91.019	1170400	NA
"HEK_210201"	34.492	6798600	"+"
"HEK_201204"	100.31	11266000	NA
"III12_210129"	29.557	11918000	NA
"VIII27_210129"	23.707	167390000	NA
"HEK_201204"	80.768	11425000	"+"
"HEK_210201"	134.05	261160	NA
"III23_18compl_210129"	109.76	3281400	NA
"III23_210129"	23.837	5037600	"+"
"III23_210129"	116.95	358290	NA
"HEK_210201"	95.061	326460	NA
"III23_210201"	101.96	7721900	NA
"HEK_210203"	23.69	131860000	NA
"VIII27_210129"	48.995	5419600	NA
"HEK_201204"	70.599	513240	NA
"HEK_210201"	88.213	4760500	"+"
"HEK_210203"	22.932	2008700	NA
"VIII27_210129"	93.7	6762100	NA
"III23_210201"	57.421	1046200	"+"
"III12_210129"	92.503	1777900	"+"
"III23_210201"	32.207	14721000	NA
"HEK_201204"	27.448	2278100	NA
"HEK_210203"	42.002	7039700	NA
"HEK_210203"	127.98	89942	NA
"III23_210129"	18.722	9228700	NA
"HEK_201204"	77.084	17560000	NA
"III23_18compl_210129"	20.665	319000	NA
"HEK_201204"	44.951	13671000	NA
"HEK_201204"	29.019	15308000	NA
"VIII27_210129"	85.909	8433600	NA
"HEK_210201"	55.619	2411100	NA
"HEK_210203"	110.72	442660	"+"
"III23_210201"	142.76	42632	NA
"III23_18compl_210129"	43.496	6641800	NA
"HEK_210201"	74.202	402540	NA
"VIII27_210129"	69.624	14301000	NA
"VIII27_210129"	99.591	1034000	NA
"HEK_201204"	90.966	3815400	NA
"HEK_201204"	114.64	1543500	NA
"HEK_210201"	122.03	334430	NA
"HEK_210201"	79.867	11803000	NA
"III23_210201"	37.041	22042000	NA
"III12_210129"	50.315	34049000	NA
"VIII27_210129"	52.585	4736000	NA
"HEK_210201"	70.885	14852000	NA
"HEK_210201"	108.21	13957000	NA
"HEK_210201"	116.41	1224400	"+"
"III23_210129"	134.4	105900	"+"
"HEK_210203"	58.417	2797700	NA
"III12_210129"	122.8	228510	"+"
"HEK_210203"	92.988	12730000	NA
"III23_210129"	39.724	8244500	NA
"III12_210129"	83.379	7350400	NA
"HEK_210201"	50.248	3657100	NA
"III23_18compl_210129"	121.44	2515000	"+"
"III23_210201"	78.736	3014700	NA
"III12_210129"	130.55	33243	NA
"HEK_201204"	69.801	3814600	NA
"III23_18compl_210129"	89.545	20904000	NA
"VIII27_210129"	45.265	6232400	"+"
"VIII27_210129"	77.272	3829000	"+"
"VIII27_210129"	113.07	1046900	NA
"III23_210129"	100.05	23616000	"+"
"III12_210129"	68.642	4324900	NA
"III23_210129"	96.747	8800500	NA
"III23_18compl_210129"	110.72	83185000	NA
"III23_210129"	30.299	3481000	NA
"III23_18compl_210129"	99.501	1295500	NA
"III12_210129"	25.272	1024400	NA
"HEK_210201"	36.261	4005100	NA
"HEK_201204"	58.888	8839900	NA
"HEK_210201"	70.293	2540400	NA
"III23_210129"	132.5	1412500	NA
"HEK_210201"	107.35	15226000	NA
"III23_210129"	63.902	356720	"+"
"HEK_201204"	101.7	7537200	NA
"III23_210201"	67.517	2076700	NA
"HEK_210203"	77.898	5079700	"+"
"III12_210129"	82.123	4854300	NA
"III23_210201"	123.94	2423100	NA
"III23_210201"	79.729	18901000	"+"
"VIII27_210129"	34.658	37968000	"+"
"HEK_201204"	137.99	69073	NA
"III23_210201"	38.601	2880300	NA
"III23_18compl_210129"	70.213	17882000	NA
"III12_210129"	19.915	1686000	NA
"HEK_201204"	136.64	76658	NA
"III12_210129"	89.083	28254000	"+"
"HEK_201204"	73.811	4919800	NA
"HEK_210203"	113.6	403030	NA
"HEK_210203"	117.31	781740	NA
"III12_210129"	149.97	97679	NA
"HEK_201204"	25.499	2064900	NA
"III23_18compl_210129"	59.272	1339800	NA
"III23_210129"	80.861	1858800	"+"
"III23_210201"	109.3	2156200	NA
"III23_18compl_210129"	44.145	4681900	NA
"III23_18compl_210129"	91.232	8756000	NA
"VIII27_210129"	56.45	19368000	NA
"III23_210129"	128.52	721780	NA
"HEK_210203"	70.08	3616700	NA
"III23_210201"	58.147	4989200	"+"
"VIII27_210129"	85.196	183590	NA
"HEK_201204"	80.169	5394300	NA
"III23_18compl_210129"	116.3	735340	NA
"HEK_201204"	102.92	1159400	"+"
"HEK_210201"	91.719	387730	NA
"III12_210129"	98.644	12471000	NA
"III23_210129"	109.23	1414800	NA
"III23_18compl_210129"	25.839	2040900	"+"
"HEK_201204"	64.249	4889700	NA
"HEK_210203"	126.01	670140	NA
"III23_18compl_210129"	69.248	4536600	NA
"III23_18compl_210129"	115.68	326030	"+"
"HEK_210203"	139.58	136900	NA
"III23_210201"	51.888	14394000	NA
"III12_210129"	56.337	1693400	NA
"HEK_201204"	99.883	5183000	NA
"III23_210129"	119.01	200500	NA
"VIII27_210129"	107.18	2649200	NA
"HEK_210203"	106.35	1476100	"+"
"HEK_210201"	84.991	12960000	NA
"HEK_210201"	109.35	1757800	NA
"HEK_210201"	113.51	408630	NA
"HEK_201204"	39.117	9791700	NA
"III12_210129"	57.375	1301100	NA
"HEK_201204"	118.36	2531700	NA
"HEK_210201"	30.068	1718200	NA
"III12_210129"	43.725	46634000	"+"
"HEK_201204"	50.418	1562000	NA
"III23_210129"	20.898	2334900	"+"
"III23_210201"	32.404	5344600	NA
"HEK_201204"	127.56	1186200	NA
"HEK_210203"	46.832	5024900	NA
"HEK_210201"	121.57	44813	"+"
"III23_210201"	28.809	2748500	"+"
"HEK_201204"	44.132	4447200	NA
"VIII27_210129"	85.96	1900600	"+"
"III23_18compl_210129"	113.39	824540	NA
"III23_210129"	81.149	5980000	NA
"HEK_210201"	129.62	1070500	NA
"III12_210129"	58.752	10079000	"+"
"HEK_210203"	100.12	888150	NA
"III23_18compl_210129"	56.544	7957200	NA
"VIII27_210129"	134.76	34490	"+"
"III23_210201"	107.58	176310	"+"
"III12_210129"	22.702	2138400	"+"
"HEK_201204"	51.932	15581000	NA
"HEK_201204"	103.93	1427200	NA
"HEK_210201"	90.793	411850	NA
"HEK_201204"	71.508	7739200	NA
"HEK_210203"	41.958	16450000	NA
"III23_210201"	38.539	995580	NA
"VIII27_210129"	109.41	3451700	NA
"III23_18compl_210129"	136.86	23206	NA
"III23_210201"	31.892	4181900	NA
"HEK_210201"	37.562	5290900	"+"
"III23_210129"	16.531	57791	NA
"HEK_201204"	49.175	3625900	NA
"HEK_210203"	14.93	62432	NA
"HEK_210203"	89.292	1390700	"+"
"III12_210129"	43.387	15479000	NA
"HEK_210201"	41.711	5278800	NA
"III23_210201"	72.689	6801100	NA
"III23_210129"	51.726	6291300	NA
"III23_18compl_210129"	123.62	1350600	NA
"VIII27_210129"	125.32	693670	NA
"VIII27_210129"	91.054	4220300	NA
"III23_18compl_210129"	138.83	310250	NA
"HEK_210201"	101.29	1646500	NA
"VIII27_210129"	42.115	25212000	NA
"III23_210129"	21.96	1056300	NA
"III23_210201"	66.419	3456700	NA
"III23_210201"	95.198	22574000	NA
"III12_210129"	128.19	371290	"+"
"III12_210129"	126.88	226180	NA
"HEK_210203"	71.524	33482000	NA
"III23_210129"	60.893	1116800	NA
"VIII27_210129"	29.711	25691000	NA
"HEK_201204"	61.744	615660	NA
"VIII27_210129"	134.4	248370	NA
"HEK_201204"	41.882	6191000	NA
"HEK_201204"	106.81	639570	"+"
"III23_210129"	28.76	7587300	NA
"HEK_210201"	68.369	1495500	"+"
"III12_210129"	21.752	895350	NA
"HEK_210201"	90.099	915830	NA
"III23_210201"	26.033	3256500	NA
"III23_210201"	62.9	4827400	NA
"HEK_210201"	20.515	1382000	NA
"III23_18compl_210129"	43.34	11801000	"+"
"III12_210129"	59.977	38195000	NA
"HEK_210201"	65.82	2974700	NA
"HEK_201204"	27.731	1497900	NA
"HEK_201204"	118.41	9152400	NA
"HEK_201204"	70.734	11638000	NA
"HEK_210203"	114.37	54194	"+"
"HEK_210201"	66.54	8930000	NA
"III23_18compl_210129"	103.44	5481200	NA
"III23_210129"	61.318	1308800	NA
"HEK_210201"	42.572	4875800	NA
"VIII27_210129"	32.311	1831300	NA
"HEK_210203"	45.223	1282800	NA
"III23_210201"	107.16	15555000	NA
"III23_210201"	18.985	1351000	NA
"HEK_210201"	42.723	2444800	"+"
"HEK_201204"	33.975	3271100	NA
"VIII27_210129"	113.84	1099000	NA
"III23_210201"	72.837	14952000	NA
"VIII27_210129"	104.03	720400	NA
"HEK_210203"	28.295	15485000	"+"
"VIII27_210129"	82.544	11845000	NA
"VIII27_210129"	6.1426	2265000	NA
"HEK_210201"	111	1099700	"+"
"HEK_210203"	126.77	2555400	NA
"III23_18compl_210129"	64.872	536260	NA
"HEK_210201"	21.188	896010	NA
"VIII27_210129"	37.417	2003900	"+"
"HEK_201204"	66.638	10868000	NA
"III23_210201"	35.415	19330000	"+"
"III23_18compl_210129"	81.247	8218300	NA
"HEK_210203"	28.599	710620	NA
"HEK_210203"	82.94	1028600	NA
"HEK_210203"	30.64	15198000	NA
"HEK_210203"	80.755	3611900	"+"
"III23_18compl_210129"	34.384	5713300	"+"
"III23_18compl_210129"	78.027	67032000	NA
"HEK_210203"	33.615	10692000	NA
"III23_210201"	105.07	9572000	NA
"HEK_210201"	71.576	3393400	NA
"III23_210201"	109.11	2342300	NA
"III23_18compl_210129"	30.793	3910200	"+"
"III23_210129"	147.03	95105	"+"
"HEK_210201"	92.3	2868900	NA
"III23_210201"	133.31	1436200	NA
"III23_210201"	54.818	5314400	NA
"III12_210129"	130.12	78726	NA
"III23_18compl_210129"	36.355	2644500	NA
"III23_210129"	124.03	5211600	NA
"VIII27_210129"	92.651	573590	NA
"VIII27_210129"	41.968	4520000	"+"
"VIII27_210129"	105.45	11290000	NA
"HEK_210203"	48.398	3829200	NA
"VIII27_210129"	48.029	7227900	NA
"VIII27_210129"	14.571	381270	NA
"III23_18compl_210129"	79.526	5960600	NA
"HEK_210203"	83.964	2297000	NA
"III23_210129"	36.833	6333500	NA
"III23_210201"	21.032	1384100	NA
"III23_18compl_210129"	93.663	1060700	"+"
"III23_210201"	67.075	7482900	NA
"HEK_210203"	71.897	5611700	"+"
"HEK_210203"	67.877	4051500	NA
"HEK_201204"	84.967	10131000	NA
"III12_210129"	102.92	1087500	NA
"VIII27_210129"	66.813	4514300	NA
"HEK_210201"	77.44	35317000	NA
"III12_210129"	56.768	2300900	"+"
"III23_210129"	88.834	2738300	NA
"III23_18compl_210129"	74.09	1936100	"+"
"III12_210129"	48.862	2718100	NA
"HEK_210201"	77.119	2259800	NA
"HEK_210201"	52.451	1435700	"+"
"HEK_210203"	122.26	729680	NA
"HEK_210203"	101.5	4382700	"+"
"VIII27_210129"	127.29	4933500	NA
"III23_18compl_210129"	55.258	4622600	NA
"III23_210201"	138.77	40725	NA
"III23_210201"	132.12	450860	"+"
"III12_210129"	99.526	9297600	NA
"HEK_210201"	76.382	4260000	NA
"III23_18compl_210129"	129.06	512350	"+"
"HEK_210201"	106.28	2351100	NA
"III23_18compl_210129"	97.815	6695800	NA
"HEK_210201"	109.37	3774600	NA
"III23_210201"	54.519	3010400	NA
"III23_210201"	81.556	16923000	NA
"III12_210129"	84.002	8988700	NA
"HEK_210201"	68.569	4712900	NA
"HEK_210201"	38.998	3626100	"+"
"HEK_201204"	120.06	2791400	NA
"III23_210201"	23.235	4153400	"+"
"HEK_201204"	72.783	1929300	NA
"HEK_210203"	21.935	2535000	"+"
"III12_210129"	69.632	2551900	NA
"III23_210201"	106.74	3560300	NA
"III23_210201"	22.162	1705000	NA
"III23_210201"	42.567	4199700	NA
"III23_18compl_210129"	26.77	1839600	"+"
"III12_210129"	84.451	2125200	"+"
"III23_210129"	27.957	7667900	NA
"III12_210129"	84.052	2286000	NA
"III12_210129"	34.244	7362900	NA
"HEK_201204"	48.505	5927100	NA
"HEK_201204"	117.85	235870	"+"
"III23_210129"	17.093	753090	NA
"III12_210129"	53.356	3006100	NA
"HEK_210201"	58.022	2765400	NA
"VIII27_210129"	55.788	1421600	NA
"HEK_210203"	70.194	2976900	"+"
"HEK_210201"	63.223	9138400	NA
"HEK_210203"	100.35	2607800	"+"
"III23_210129"	115.72	4316400	NA
"HEK_210203"	19.496	686010	NA
"VIII27_210129"	131.53	106910	NA
"HEK_210203"	138.13	246560	NA
"III12_210129"	40.232	15487000	"+"
"III23_210201"	75.594	6162600	NA
"VIII27_210129"	119.67	887940	NA
"VIII27_210129"	49.291	3199400	NA
"VIII27_210129"	116.47	5467300	"+"
"HEK_201204"	24.592	3814500	NA
"III23_210201"	106.66	4816500	"+"
"HEK_201204"	86.519	3233300	NA
"HEK_201204"	101.44	3934300	NA
"VIII27_210129"	132.67	13845000	NA
"III12_210129"	31.921	6426500	"+"
"HEK_210201"	66.789	4766300	NA
"HEK_201204"	65.304	31664000	NA
"III23_210129"	31.35	119510	"+"
"III12_210129"	48.574	16371000	NA
"VIII27_210129"	86.066	10658000	NA
"III23_210129"	59.745	1041100	NA
"HEK_201204"	29.22	623750	"+"
"HEK_210201"	123.56	1373300	NA
"HEK_210201"	133.26	58510000	NA
"III23_210129"	112.27	2767400	NA
"VIII27_210129"	46.565	15353000	NA
"VIII27_210129"	30.396	8185600	"+"
"VIII27_210129"	129.5	326540	NA
"III23_210201"	122.49	630300	NA
"III23_18compl_210129"	130.58	1325300	NA
"III12_210129"	55.762	13902000	NA
"III23_210201"	58.522	19623000	NA
"HEK_210203"	96.63	1098700	NA
"III23_210129"	93.717	17288000	NA
"III12_210129"	110.63	2093500	NA
"HEK_210201"	18.179	594280	NA
"III23_210201"	58.179	709190	"+"
"VIII27_210129"	101.48	2149100	NA
"III12_210129"	96.213	969980	"+"
"III12_210129"	87.459	1365100	NA
"III23_210129"	57.711	3355400	NA
"III23_210201"	95.746	2403600	NA
"HEK_210203"	43.959	1885800	NA
"III12_210129"	131.08	26824	NA
"III23_18compl_210129"	121.58	1855300	NA
"III23_210201"	47.716	1.64e+08	NA
"III23_18compl_210129"	105.8	948510	NA
"III23_210201"	106.52	1719700	"+"
"HEK_210203"	109.86	309420	"+"
"HEK_210201"	122.77	155020	NA
"III23_210129"	114.3	3733000	NA
"HEK_201204"	127.96	503660	NA
"VIII27_210129"	130.25	147910	NA
"HEK_210203"	32.997	14031000	NA
"VIII27_210129"	124.89	635010	NA
"HEK_210201"	32.087	4888700	NA
"HEK_210201"	130.96	276500	NA
"HEK_201204"	65.563	14293000	NA
"VIII27_210129"	22.143	225850	NA
"HEK_201204"	47.048	14419000	NA
"III12_210129"	33.47	8613000	NA
"HEK_210201"	92.841	4249600	NA
"III23_18compl_210129"	27.399	7830500	NA
"HEK_201204"	130.85	1490600	NA
"III23_18compl_210129"	89.149	1293700	NA
"HEK_210201"	91.394	3613700	"+"
"HEK_210201"	34.917	2215500	"+"
"HEK_201204"	32.421	27720000	NA
"HEK_210203"	60.281	7541900	NA
"HEK_210201"	119.4	300300	NA
"HEK_201204"	107.15	1089200	NA
"HEK_201204"	47.118	12662000	NA
"III12_210129"	25.391	6794800	NA
"III23_210201"	68.853	2795000	NA
"HEK_210203"	95.281	352620	NA
"III23_18compl_210129"	103.25	2960500	NA
"III23_18compl_210129"	83.187	9081000	NA
"III23_210201"	43.635	5138800	NA
"HEK_210201"	51.141	3295100	NA
"III12_210129"	108.39	4686100	NA
"III23_210129"	79.165	10531000	NA
"III23_210201"	80.166	16180000	"+"
"III23_18compl_210129"	107.22	1616300	"+"
"HEK_201204"	100.81	3290300	"+"
"VIII27_210129"	63.332	3755500	NA
"HEK_210201"	109.59	463490	NA
"III12_210129"	126.95	224280	"+"
"III23_18compl_210129"	54.501	2130100	NA
"HEK_210203"	133.45	988190	NA
"HEK_210201"	37.664	5355900	NA
"III23_210129"	85.562	8506500	NA
"HEK_201204"	103.07	1007200	NA
"III23_210129"	38.363	16220000	"+"
"HEK_210203"	89.782	520940	"+"
"HEK_201204"	54.185	9238100	NA
"III23_210129"	81.518	1433200	"+"
"III12_210129"	62.608	1224700	NA
"HEK_210201"	64.677	6942000	NA
"III12_210129"	70.453	7319100	NA
"III23_18compl_210129"	46.977	3978900	NA
"HEK_210201"	40.771	15747000	NA
"VIII27_210129"	127.44	56939	"+"
"HEK_201204"	41.938	2272000	"+"
"HEK_201204"	119.1	147280	NA
"III23_18compl_210129"	80.252	4117500	NA
"VIII27_210129"	87.164	10506000	"+"
"III23_210201"	48.371	45857000	NA
"III23_210201"	26.178	29221000	"+"
"HEK_210201"	22.692	3655500	NA
"III23_210129"	33.798	3116700	NA
"VIII27_210129"	14.862	115490	NA
"VIII27_210129"	120.12	439190	"+"
"III23_18compl_210129"	68.927	5916500	NA
"III23_210129"	30.445	4003600	NA
"III23_210129"	37.335	4442400	NA
"HEK_210201"	40.907	11444000	"+"
"HEK_210203"	106.89	2076300	"+"
"III23_210201"	111.99	1512800	NA
"III23_210129"	84.027	557460	"+"
"III23_210201"	70.188	22063000	NA
"III12_210129"	28.106	928700	NA
"HEK_210203"	35.339	2043400	NA
"III23_210129"	92.29	1552600	NA
"HEK_210203"	90.886	2588400	"+"
"HEK_210203"	30.056	14086000	NA
"III23_210201"	128.48	411920	NA
"VIII27_210129"	105.84	209610	NA
"HEK_201204"	41.596	10168000	NA
"III12_210129"	94.246	6786600	NA
"III23_18compl_210129"	31.608	33367000	NA
"III12_210129"	105.42	4979000	NA
"VIII27_210129"	132.78	6487100	NA
"VIII27_210129"	114.24	803170	NA
"III23_18compl_210129"	49.043	7009200	"+"
"III12_210129"	132.8	985130	"+"
"HEK_210203"	38.358	1950600	"+"
"III12_210129"	130.8	8438100	NA
"III23_18compl_210129"	36.843	1419500	"+"
"HEK_201204"	29.764	7117400	NA
"VIII27_210129"	113.2	10319000	NA
"III23_210129"	91.439	1439300	NA
"HEK_201204"	132.76	5403300	"+"
"III23_18compl_210129"	39.148	7735700	NA
"VIII27_210129"	135.06	162610	NA
"HEK_210201"	41.772	13731000	NA
"III23_210201"	45.846	2074000	NA
"VIII27_210129"	50.096	24888000	NA
"HEK_201204"	135.96	201180	NA
"III23_210129"	81.74	4562000	"+"
"III23_18compl_210129"	128.01	7122900	NA
"HEK_210201"	70.349	7429300	NA
"HEK_210201"	89.027	85316000	NA
"III23_18compl_210129"	13.078	60756	NA
"III23_18compl_210129"	91.108	1218800	"+"
"HEK_210201"	86.421	450440	NA
"III23_18compl_210129"	44.915	3480100	NA
"III12_210129"	56.346	4675300	"+"
"III12_210129"	134.24	438710	NA
"III23_18compl_210129"	66.999	5631300	NA
"III23_210129"	96.339	349720	"+"
"HEK_201204"	35.154	22546000	NA
"VIII27_210129"	57.753	471890	NA
"III23_210129"	106.54	1944400	NA
"VIII27_210129"	43.135	4690100	NA
"VIII27_210129"	26.029	6361300	NA
"VIII27_210129"	84.138	69804000	NA
"III23_210129"	76.79	1800000	NA
"HEK_210203"	27.198	8391000	NA
"HEK_201204"	63.801	4099100	NA
"III23_18compl_210129"	89.022	1275100	"+"
"VIII27_210129"	121.75	53429	"+"
"III12_210129"	32.647	4246900	NA
"III23_210201"	59.777	32375000	NA
"HEK_201204"	35.683	22762000	"+"
"III12_210129"	98.783	436340	NA
"III23_18compl_210129"	87.551	493810	NA
"HEK_201204"	110.28	970300	"+"
"HEK_210203"	86.198	3616200	"+"
"HEK_210203"	47.194	11428000	NA
"HEK_210203"	127.86	343570	NA
"III23_210129"	107.79	3205000	NA
"VIII27_210129"	77.064	1831500	NA
"VIII27_210129"	18.532	833400	"+"
"VIII27_210129"	71.339	1217600	NA
"III23_18compl_210129"	113.08	331120	"+"
"HEK_210203"	82.076	1581000	"+"
"HEK_210201"	29.524	5486800	NA
"HEK_210203"	123.13	584800	NA
"III12_210129"	44.957	53751000	NA
"III23_210129"	44.685	8356400	NA
"HEK_201204"	95.977	1430200	NA
"HEK_201204"	83.595	4541500	NA
"III23_18compl_210129"	135.77	340980	NA
"III23_18compl_210129"	121.34	10241000	NA
"VIII27_210129"	100.66	4885100	NA
"HEK_201204"	30.624	8238400	"+"
"VIII27_210129"	47.194	117390000	NA
"HEK_210201"	53.47	5857800	NA
"VIII27_210129"	94.899	1404300	NA
"III23_210129"	130.83	74364	"+"
"III23_18compl_210129"	67.884	5173000	NA
"III23_210129"	110.53	226400	"+"
"HEK_201204"	103.92	21734000	NA
"III23_210201"	69.584	4333900	NA
"III12_210129"	96.451	635110	"+"
"III23_18compl_210129"	119.33	1085000	NA
"HEK_201204"	85.497	8230000	NA
"HEK_210203"	144.02	17141	NA
"III23_210129"	72.853	8635500	NA
"III23_210129"	105.73	3694500	NA
