"Experiment"	"Retention time"	"Cycle time"	"MS/MS count"
"VIII27_210129"	14.425	0.35666	1
"III23_210129"	76.987	2.0128	36
"HEK_210201"	12.208	0.31981	0
"III23_210201"	113.47	7.1489	115
"III23_210129"	6.7088	0.3671	1
"HEK_210203"	5.5526	0.32433	0
"III12_210129"	7.5279	0.32444	0
"VIII27_210129"	79.44	2.081	38
"VIII27_210129"	71.942	2.0714	36
"III12_210129"	8.1173	0.42349	2
"HEK_201204"	138.71	0.47974	3
"III12_210129"	3.1523	0.36756	1
"HEK_210201"	8.7299	0.32455	0
"HEK_210201"	7.3227	0.36017	1
"III12_210129"	6.5945	0.3667	1
"III12_210129"	12.574	0.36364	1
"HEK_210203"	44.065	2.07	38
"HEK_201204"	0.39052	0.32277	0
"HEK_210203"	149.31	0.32593	0
"III12_210129"	64.354	2.0128	38
"III23_18compl_210129"	149.57	0.32501	0
"VIII27_210129"	7.5781	0.32467	0
"HEK_210203"	147.54	0.32684	0
"III23_18compl_210129"	20.508	6.8693	113
"III23_210201"	93.44	2.0288	36
"III23_18compl_210129"	2.7734	0.32468	0
"HEK_210201"	12.71	0.36301	1
"III12_210129"	112.84	6.9173	111
"III23_210201"	13.474	0.35746	1
"III23_18compl_210129"	4.4196	0.32498	0
"HEK_210201"	11.85	0.41788	2
"III23_210129"	26.838	2.028	38
"HEK_201204"	62.134	1.9798	38
"III23_18compl_210129"	5.1925	0.32487	0
"HEK_201204"	14.687	0.47922	3
"VIII27_210129"	139.41	0.32135	0
"HEK_210203"	135.95	0.35431	1
"HEK_201204"	12.909	0.31878	0
"HEK_210201"	55.933	6.7344	115
"VIII27_210129"	135.66	0.97046	11
"III12_210129"	11.125	0.32187	0
"HEK_201204"	9.9216	0.32782	0
"VIII27_210129"	15.219	0.36461	1
"VIII27_210129"	3.6356	0.42156	2
"HEK_210203"	95.261	2.0503	36
"VIII27_210129"	88.712	2.0018	36
"III23_18compl_210129"	140.03	0.32043	0
"III23_18compl_210129"	31.13	1.9827	38
"HEK_201204"	139.91	0.36438	1
"III12_210129"	142.32	0.61432	5
"III23_18compl_210129"	137.89	0.36255	1
"III23_210201"	139.16	0.36255	1
"VIII27_210129"	85.152	6.8193	114
"III23_18compl_210129"	139.15	0.48157	3
"III23_18compl_210129"	147.39	0.32593	0
"VIII27_210129"	6.835	0.32404	0
"HEK_210203"	2.3056	0.32417	0
"VIII27_210129"	139.33	0.32135	0
"HEK_201204"	43.494	6.4249	112
"III23_210201"	99.636	2.0311	36
"III12_210129"	128.72	6.6568	101
"HEK_210201"	29.283	6.5049	116
"HEK_210201"	10.662	0.37256	1
"HEK_210203"	25.098	5.2996	88
"HEK_201204"	107.19	6.8825	113
"III23_210129"	10.336	0.36512	1
"HEK_210203"	147.11	0.32593	0
"HEK_210203"	144.89	0.37537	1
"III23_210129"	30.727	5.0925	88
"III23_210129"	49.684	6.3748	113
"III23_210201"	144.56	0.61981	5
"III23_18compl_210129"	139.14	0.31952	0
"VIII27_210129"	70.858	6.7104	115
"III12_210129"	14.015	0.32078	0
"HEK_201204"	144.21	0.33325	0
"VIII27_210129"	142.66	0.33234	0
"III23_18compl_210129"	14.013	0.32015	0
"HEK_210203"	39.385	2.1059	38
"III23_210129"	0.43883	0.36094	1
"HEK_210201"	50.374	6.4121	115
"HEK_210203"	136.53	0.4834	3
"III23_210129"	52.297	2.0842	38
"VIII27_210129"	11.441	0.31998	0
"HEK_210201"	147.31	0.36987	1
"HEK_210201"	9.044	0.32478	0
"III23_18compl_210129"	36.956	1.9997	38
"HEK_210203"	4.9685	0.3602	1
"III23_18compl_210129"	12.21	0.32003	0
"III23_210129"	13.597	0.35711	1
"HEK_210203"	9.4504	0.32907	0
"III23_18compl_210129"	4.1804	0.3251	0
"HEK_210203"	3.1345	0.42256	2
"III12_210129"	138.33	0.36621	1
"HEK_201204"	12.098	0.31935	0
"VIII27_210129"	149.89	0.36713	1
"III23_210201"	52.389	6.1677	108
"III23_18compl_210129"	120.53	6.8321	108
"III23_210201"	59.386	2.0826	36
"HEK_201204"	145.57	0.3717	1
"VIII27_210129"	35.055	5.5447	103
"III23_18compl_210129"	8.2857	0.32759	0
"HEK_210203"	15.179	0.72905	7
"III23_18compl_210129"	73.885	2.0416	36
"III23_210129"	4.5988	0.36681	1
"III23_18compl_210129"	9.7036	0.37359	1
"HEK_210203"	98.82	6.953	115
"HEK_201204"	7.027	0.32418	0
"III12_210129"	6.2081	0.36698	1
"HEK_210203"	4.5134	0.32438	0
"HEK_210203"	146.85	0.32776	0
"HEK_210203"	115.28	6.6989	101
"HEK_201204"	14.614	0.31963	0
"HEK_201204"	11.469	0.35597	1
"HEK_201204"	6.6524	0.42189	2
"HEK_210201"	17.555	4.2269	66
"VIII27_210129"	144.74	0.49164	3
"HEK_201204"	6.2235	0.3677	1
"VIII27_210129"	71.352	6.3734	111
"HEK_210201"	10.306	0.32816	0
"HEK_210201"	45.825	2.0691	38
"HEK_210201"	11.266	0.36524	1
"VIII27_210129"	87.288	2.0837	38
"VIII27_210129"	138.56	0.3653	1
"HEK_210201"	13.857	0.31935	0
"III12_210129"	143.62	0.36987	1
"HEK_210203"	137.88	0.36346	1
"III12_210129"	43.072	6.1782	112
"VIII27_210129"	4.9971	0.36707	1
"III23_18compl_210129"	139.76	0.47882	3
"HEK_201204"	4.692	0.32255	0
"VIII27_210129"	10.4	0.32776	0
"III23_18compl_210129"	115.37	6.6211	104
"III12_210129"	0.91217	0.32355	0
"III23_210201"	88.435	6.4101	107
"HEK_210203"	137.27	0.4715	3
"HEK_210201"	47.234	2.1325	40
"VIII27_210129"	137.9	0.35797	1
"HEK_201204"	145.99	0.32593	0
"III23_210129"	138.49	0.31677	0
"HEK_210203"	149.8	0.32501	0
"III23_18compl_210129"	143.41	0.43304	2
"III12_210129"	149.32	0.3241	0
"III23_18compl_210129"	43.91	2.0343	38
"HEK_210203"	5.9182	0.32378	0
"VIII27_210129"	140.02	0.32318	0
"III23_210129"	135.23	3.989	58
"III12_210129"	9.8935	0.36432	1
"HEK_210203"	148.58	0.32593	0
"III23_18compl_210129"	7.6266	0.37024	1
"HEK_210203"	4.7458	0.4224	2
"III23_210129"	8.159	0.32455	0
"III23_210201"	148.34	0.36255	1
"III12_210129"	1.6871	0.32295	0
"HEK_210203"	10.384	0.36564	1
"HEK_210203"	113.73	6.7648	105
"HEK_210203"	146.9	0.37079	1
"III23_210129"	5.3035	0.3596	1
"III23_210201"	21.021	6.0635	101
"VIII27_210129"	145.79	0.32593	0
"III23_210129"	10.08	0.32787	0
"HEK_201204"	140.15	0.36346	1
"HEK_210203"	15.061	0.32124	0
"HEK_201204"	15.537	0.41788	2
"III23_210129"	136.04	0.53558	4
"III23_18compl_210129"	5.8729	0.42372	2
"HEK_210203"	136.23	0.40833	2
"III23_210201"	136.25	0.31128	0
"III23_18compl_210129"	4.2169	0.32524	0
"III23_210201"	10.474	0.32959	0
"III23_210129"	133.36	2.0984	36
"HEK_210203"	6.0614	0.32433	0
"III12_210129"	141.17	0.32135	0
"III23_210201"	133.04	2.0279	36
"HEK_210203"	143.43	0.68115	6
"III23_210129"	68.149	1.9917	36
"HEK_201204"	93.243	6.7667	116
"III12_210129"	149.7	0.3241	0
"HEK_210201"	149.88	0.32501	0
"III12_210129"	86.966	6.6193	108
"HEK_210201"	1.0372	0.32453	0
"III23_210201"	54.972	6.0374	110
"III23_18compl_210129"	51.402	2.1291	38
"III12_210129"	146.49	0.32501	0
"III23_18compl_210129"	140.22	0.31952	0
"III23_210201"	83.556	6.3135	107
"III23_210201"	0.35305	0.32495	0
"HEK_210201"	136.13	1.4795	19
"HEK_210201"	6.7712	0.45902	3
"HEK_210201"	137.9	0.48157	3
"III23_210201"	14.275	0.35717	1
"III23_210129"	2.8778	0.36003	1
"VIII27_210129"	125.37	6.779	103
"III23_210201"	12.601	0.36415	1
"III23_210129"	140.35	0.36987	1
"III12_210129"	146	0.32593	0
"III23_18compl_210129"	10.535	0.33033	0
"III23_210201"	141.68	0.36804	1
"III23_18compl_210129"	15.443	0.32187	0
"HEK_210203"	50.278	6.5513	117
"HEK_210201"	135.8	0.53192	4
"III23_210129"	3.1803	0.36674	1
"VIII27_210129"	6.9769	0.36678	1
"III23_18compl_210129"	73.072	2.1318	38
"HEK_210201"	146.34	0.32684	0
"HEK_210203"	70.823	2.0041	36
"III23_18compl_210129"	9.0613	0.32776	0
"HEK_210203"	135.79	0.34698	1
"HEK_210203"	35.445	1.9997	38
"VIII27_210129"	1.4475	0.35981	1
"III12_210129"	10.747	0.36501	1
"III23_210201"	14.074	0.32066	0
"HEK_201204"	138.47	0.47699	3
"HEK_210203"	22.69	1.9823	34
"III23_210129"	6.7426	0.36718	1
"HEK_210203"	8.2684	0.32604	0
"III12_210129"	7.9925	0.36841	1
"III23_210201"	7.8717	0.3689	1
"HEK_210203"	50.735	5.9205	108
"VIII27_210129"	140.32	0.36621	1
"HEK_210203"	4.7121	0.36035	1
"III23_210201"	3.2997	0.32391	0
"III23_210129"	14.828	0.48077	3
"HEK_210203"	6.2291	0.42217	2
"III23_18compl_210129"	8.0764	0.32656	0
"VIII27_210129"	143.55	0.43121	2
"HEK_210201"	11.421	0.32084	0
"III23_18compl_210129"	3.0569	0.32518	0
"III23_18compl_210129"	12.741	0.31969	0
"III12_210129"	107.38	6.7685	110
"HEK_210201"	98.963	2.0146	36
"III23_210201"	87.638	6.8481	118
"III23_18compl_210129"	144.89	0.42847	2
"III23_210201"	3.1546	0.36804	1
"HEK_201204"	145.1	0.32867	0
"III23_210201"	22.393	2.1391	40
"III23_210129"	11.937	0.32003	0
"VIII27_210129"	6.4448	0.32261	0
"HEK_201204"	139.59	0.36346	1
"III23_18compl_210129"	147.66	0.42389	2
"III23_210129"	140.95	0.48431	3
"HEK_201204"	97.872	6.8605	110
"III12_210129"	13.155	0.4549	3
"III12_210129"	45.272	1.994	36
"III23_18compl_210129"	140.2	0.36255	1
"III23_210129"	11.382	0.41903	2
"III23_210201"	0.63579	0.325	0
"HEK_210203"	26.449	1.9818	36
"HEK_210201"	84.252	2.1428	38
"HEK_201204"	14.671	0.32043	0
"III23_18compl_210129"	0.82169	0.32468	0
"III23_210201"	114.06	6.9905	114
"III23_210201"	144.69	0.33325	0
"III23_210201"	146.94	0.32684	0
"III12_210129"	98.211	2.0421	36
"HEK_210203"	146.58	0.32593	0
"HEK_210201"	82.679	2.1291	38
"III12_210129"	0.39829	0.32393	0
"VIII27_210129"	14.512	0.32095	0
"HEK_210201"	13.342	0.319	0
"III23_210201"	118.31	6.6051	101
"III23_210201"	146.8	0.36987	1
"III12_210129"	147.83	0.32501	0
"III12_210129"	149.18	0.4834	3
"III12_210129"	141.94	0.32501	0
"III23_210201"	142.3	0.41016	2
"III12_210129"	3.8225	0.32317	0
"HEK_210203"	147.74	0.32593	0
"III23_18compl_210129"	135.68	0.97595	11
"HEK_210203"	107.33	6.8102	109
"III12_210129"	147.91	0.32593	0
"VIII27_210129"	149.91	0.3241	0
"HEK_201204"	111.57	6.7538	106
"III23_210201"	27.791	2.0407	38
"HEK_201204"	3.9852	0.32277	0
"VIII27_210129"	149.67	0.36163	1
"HEK_210201"	135.73	0.53192	4
"III12_210129"	138.12	0.48065	3
"III12_210129"	25.615	6.3383	105
"III23_210129"	13.948	0.32101	0
"HEK_201204"	144.73	0.37354	1
"HEK_201204"	43.357	2.1437	38
"III23_210129"	48.715	2.1048	38
"HEK_210201"	7.9605	0.32407	0
"III23_18compl_210129"	9.1422	0.32885	0
"III23_210201"	4.159	0.36736	1
"HEK_210201"	0.0025837	0.32558	0
"III23_18compl_210129"	47.916	2.1302	38
"HEK_210203"	149.13	0.36896	1
"HEK_201204"	147.45	0.32593	0
"HEK_210201"	16.304	0.84366	10
"III23_210129"	149.82	0.32501	0
"III23_18compl_210129"	13.042	0.32135	0
"III12_210129"	149.99	0.3241	0
"III12_210129"	15.907	0.66788	6
"III12_210129"	52.952	6.4959	113
"VIII27_210129"	147.33	0.36987	1
"III23_18compl_210129"	144.5	0.37537	1
"VIII27_210129"	4.229	0.32355	0
"III23_210129"	9.921	0.3277	0
"III23_18compl_210129"	16.442	0.98213	11
"VIII27_210129"	11.884	0.31906	0
"HEK_201204"	141.09	0.35706	1
"III12_210129"	5.7402	0.32312	0
"HEK_210201"	36.933	2.0798	40
"HEK_210203"	76.675	6.6357	108
"III12_210129"	6.9533	0.32398	0
"HEK_201204"	70.534	6.4481	110
"HEK_210201"	79.433	1.9908	36
"VIII27_210129"	143.42	0.33325	0
"III12_210129"	86.421	2.0329	36
"III12_210129"	12.763	0.32015	0
"VIII27_210129"	40.334	5.7655	106
"III23_210201"	37.257	2.0048	38
"HEK_210201"	142.78	0.61707	5
"III23_18compl_210129"	146.55	0.4248	2
"HEK_210203"	6.2361	0.3677	1
"III23_210129"	12.727	0.32003	0
"HEK_210203"	146.64	0.32593	0
"HEK_210203"	11.511	0.36501	1
"VIII27_210129"	103.39	1.9688	34
"HEK_201204"	15.509	0.41805	2
"III23_210129"	14.971	0.48048	3
"III23_210129"	12.24	0.32009	0
"VIII27_210129"	145.66	0.37445	1
"VIII27_210129"	6.1371	0.47095	3
"III23_210201"	149.06	0.32593	0
"HEK_210203"	39.73	6.5124	118
"VIII27_210129"	36.636	6.1988	113
"III12_210129"	138.89	0.32227	0
"III23_210201"	144.11	0.33508	0
"VIII27_210129"	9.4715	0.42669	2
"HEK_201204"	10.23	0.48986	3
"III12_210129"	55.977	6.6696	118
"VIII27_210129"	138.85	0.35706	1
"VIII27_210129"	132.46	2.1249	36
"HEK_210203"	66.496	6.2325	105
"III23_210201"	138.47	0.31769	0
"HEK_210201"	140.23	0.31952	0
"HEK_210201"	8.5192	0.32478	0
"III12_210129"	16.563	3.1078	45
"HEK_210201"	11.827	0.31963	0
"III23_210201"	111.97	6.5533	105
"III23_210201"	146.3	0.32684	0
"III12_210129"	148.05	0.42297	2
"HEK_201204"	139.96	0.42023	2
"HEK_210203"	131.51	6.709	101
"III23_210129"	9.8701	0.42675	2
"HEK_210201"	14.843	0.52402	4
"III12_210129"	51.634	6.5289	111
"III23_210201"	148.77	0.36987	1
"III23_210129"	142.66	0.6546	6
"HEK_210201"	146.45	0.32593	0
"VIII27_210129"	102.6	2.1492	38
"III23_210129"	144.17	0.61615	5
"HEK_210203"	138.65	0.32043	0
"HEK_210203"	145.09	0.33051	0
"HEK_201204"	4.8719	0.32312	0
"HEK_201204"	142.91	0.55573	4
"HEK_201204"	12.663	0.31935	0
"HEK_210201"	43.196	6.4895	115
"HEK_210203"	138.36	0.31952	0
"III23_18compl_210129"	117.73	6.6687	104
"HEK_210203"	61.284	1.9377	36
"HEK_201204"	139.37	0.54108	4
"HEK_210203"	146.8	0.32684	0
"HEK_201204"	137.09	0.6015	5
"III23_210129"	141.84	0.32593	0
"III23_18compl_210129"	54.215	6.4835	112
"III12_210129"	148.66	0.32501	0
"III23_210201"	104.19	6.9759	115
"III23_210201"	38.117	2.0094	38
"III23_210129"	141.79	0.32776	0
"VIII27_210129"	8.707	0.32484	0
"HEK_210201"	149.54	0.36896	1
"HEK_201204"	3.306	0.32279	0
"HEK_201204"	113.14	6.4989	106
"III23_210201"	9.6511	0.32948	0
"HEK_201204"	147.22	0.32501	0
"III12_210129"	11.843	0.32009	0
"HEK_210203"	14.124	0.41897	2
"HEK_210203"	64.623	6.33	104
"III12_210129"	1.2527	0.32273	0
"III23_210129"	1.5621	0.32361	0
"III23_210129"	148.43	0.32593	0
"VIII27_210129"	144.18	0.33325	0
"III12_210129"	26.08	5.9101	103
"HEK_210201"	144.68	0.37628	1
"III23_210201"	141.72	0.36713	1
"III12_210129"	101.03	6.8294	113
"HEK_210201"	11.201	0.32244	0
"III23_18compl_210129"	9.7896	0.37399	1
"III23_18compl_210129"	94.503	6.6069	103
"III23_18compl_210129"	7.8938	0.32764	0
"VIII27_210129"	16.06	0.77225	8
"HEK_201204"	141.64	0.48248	3
"HEK_201204"	0.21395	0.32247	0
"III23_210201"	147.09	0.36346	1
"HEK_201204"	14.188	0.36329	1
"III12_210129"	13.797	0.36369	1
"HEK_210203"	148.79	0.36896	1
"III23_18compl_210129"	147.59	0.32593	0
"III23_210129"	87.974	2.0421	36
"III23_210201"	74.936	2.027	36
"HEK_210203"	139.08	0.31952	0
"HEK_201204"	148.35	0.32501	0
"III12_210129"	5.0049	0.32292	0
"VIII27_210129"	58.136	4.3263	76
"III12_210129"	60.433	6.7912	114
"VIII27_210129"	6.5239	0.3233	0
"III12_210129"	139.05	0.32227	0
"HEK_210201"	103.1	2.0183	36
"HEK_201204"	148.13	0.36804	1
"HEK_201204"	14.322	0.31918	0
"HEK_210203"	90.644	2.1442	38
"HEK_210201"	6.7435	0.32438	0
"III23_210201"	23.928	2.0549	38
"HEK_210203"	87.22	1.9775	36
"III12_210129"	97.844	6.4421	100
"III12_210129"	40.508	2.0235	36
"III23_18compl_210129"	41.56	6.5701	118
"HEK_210203"	12.5	0.32043	0
"HEK_210203"	5.6707	0.32404	0
"III23_210201"	49.585	6.408	116
"III23_210201"	138.79	0.31952	0
"III23_18compl_210129"	139.5	0.36163	1
"HEK_210201"	45.005	1.9446	36
"HEK_210201"	136.04	0.66376	6
"III23_210201"	6.0366	0.36066	1
"III23_18compl_210129"	4.1913	0.32487	0
"HEK_210203"	145.29	0.32959	0
"VIII27_210129"	149.05	0.32501	0
"HEK_210203"	72.171	6.7163	118
"HEK_210203"	143.22	0.33234	0
"VIII27_210129"	42.847	6.1498	108
"HEK_201204"	63.965	2.0858	38
"VIII27_210129"	69.73	2.1236	38
"HEK_210203"	10.485	0.37382	1
"III23_18compl_210129"	13.757	0.32146	0
"III23_18compl_210129"	6.72	0.32556	0
"III23_18compl_210129"	14.281	0.32084	0
"HEK_201204"	14.896	0.31946	0
"III12_210129"	3.31	0.35967	1
"HEK_201204"	143.53	0.33325	0
"III12_210129"	139.25	0.32135	0
"III23_210201"	131.16	6.73	101
"VIII27_210129"	144.33	0.33234	0
"VIII27_210129"	2.7287	0.36756	1
"VIII27_210129"	140.33	0.32135	0
"III23_18compl_210129"	133.79	7.0605	110
"HEK_210203"	145.77	0.32776	0
"III23_210201"	10.417	0.36552	1
"VIII27_210129"	145.53	0.47058	3
"VIII27_210129"	3.9446	0.3238	0
"HEK_201204"	146.34	0.32593	0
"III12_210129"	66.145	2.0155	36
"VIII27_210129"	1.3522	0.36778	1
"III23_210129"	11.4	0.32084	0
"III23_210201"	5.9014	0.36801	1
"HEK_201204"	10.624	0.36409	1
"III23_18compl_210129"	134.88	3.1036	45
"HEK_201204"	66.932	1.62	30
"HEK_210203"	5.0563	0.32415	0
"HEK_201204"	74.251	2.0206	36
"VIII27_210129"	138.47	0.36163	1
"III23_18compl_210129"	11.288	0.36432	1
"III12_210129"	137.3	0.46967	3
"HEK_201204"	46.87	6.2595	112
"III23_18compl_210129"	12.686	0.35711	1
"III23_18compl_210129"	148.02	0.32593	0
"HEK_210201"	40.119	5.3945	102
"VIII27_210129"	4.7811	0.36701	1
"HEK_210201"	28.001	6.0514	105
"HEK_210201"	0.52959	0.32417	0
"HEK_201204"	0.52315	0.32286	0
"VIII27_210129"	70.402	1.9963	36
"HEK_210201"	7.8125	0.32444	0
"VIII27_210129"	141.84	0.37079	1
"III12_210129"	135.96	0.31128	0
"VIII27_210129"	1.9456	0.32345	0
"III23_210201"	8.0331	0.3253	0
"III23_18compl_210129"	143.11	0.43213	2
"III23_210201"	66.151	2.1204	38
"III12_210129"	138.73	0.41748	2
"HEK_201204"	138.8	0.32043	0
"HEK_210201"	111.98	6.6577	108
"HEK_210203"	138.53	0.41748	2
"VIII27_210129"	4.9629	0.35926	1
"HEK_210201"	141.8	0.48523	3
"HEK_201204"	73.407	2.0998	38
"III23_210129"	12.827	0.35694	1
"HEK_210201"	49.08	6.3039	111
"VIII27_210129"	1.0229	0.32372	0
"HEK_201204"	149.42	0.36713	1
"HEK_201204"	4.1571	0.32284	0
"VIII27_210129"	136.16	0.78278	8
"HEK_210201"	55.794	1.9611	38
"III23_210201"	143.28	0.61798	5
"VIII27_210129"	14.391	0.36381	1
"HEK_201204"	144.95	0.32867	0
"III23_18compl_210129"	86.414	2.0329	36
"VIII27_210129"	146.81	0.32684	0
"HEK_210203"	3.6113	0.42174	2
"III23_210129"	135.72	0.31128	0
"III23_18compl_210129"	6.122	0.42418	2
"HEK_210201"	1.1063	0.42333	2
"III23_210129"	8.9529	0.36232	1
"HEK_201204"	105.32	6.958	112
"HEK_210203"	21.315	6.5404	108
"HEK_210201"	62.451	2.0391	38
"III23_210201"	55.597	5.8921	108
"VIII27_210129"	10.531	0.37251	1
"III23_210201"	37.844	2.067	38
"III23_210201"	108.08	2.1213	36
"III12_210129"	145.8	0.39825	2
"HEK_210201"	148.11	0.32593	0
"HEK_201204"	141.13	0.32135	0
"III23_210201"	2.1269	0.32431	0
"III23_18compl_210129"	14.672	0.36518	1
"HEK_201204"	82.972	6.595	110
"VIII27_210129"	33.441	5.3986	102
"HEK_210201"	130.72	6.6861	101
"VIII27_210129"	136.38	1.3229	17
"III12_210129"	137.2	0.41107	2
"HEK_210201"	146.16	0.36987	1
"HEK_210201"	134.93	2.6147	37
"HEK_210201"	8.4474	0.32438	0
"HEK_210203"	149.49	0.32501	0
"HEK_201204"	144.1	0.33325	0
"III12_210129"	141.97	0.32593	0
"HEK_201204"	7.1999	0.32464	0
"HEK_210203"	2.5801	0.32514	0
"III23_210201"	140.39	0.32227	0
"III23_210201"	135.78	0.46967	3
"III23_210129"	9.8147	0.3713	1
"III23_18compl_210129"	59.732	2.0155	36
"III23_18compl_210129"	149.94	0.36163	1
"HEK_210201"	7.8241	0.32404	0
"III23_210129"	58.227	1.9913	36
"III23_210129"	136.91	0.31952	0
"HEK_201204"	7.9424	0.32487	0
"III23_18compl_210129"	147.43	0.32501	0
"HEK_201204"	149.63	0.42114	2
"VIII27_210129"	119.9	6.5872	100
"III23_210201"	4.9064	0.36736	1
"VIII27_210129"	5.2873	0.48346	3
"VIII27_210129"	1.2298	0.32347	0
"HEK_210203"	138.12	0.31952	0
"HEK_201204"	8.1981	0.32541	0
"HEK_210203"	9.2491	0.32679	0
"III23_210129"	0.94405	0.32482	0
"III23_18compl_210129"	3.5097	0.32531	0
"III23_210129"	146.86	0.32684	0
"III23_210129"	139.86	0.41931	2
"HEK_201204"	5.5765	0.32295	0
"III23_210201"	9.4976	0.3281	0
"III23_18compl_210129"	46.481	1.9764	36
"HEK_210203"	119	6.8156	106
"HEK_201204"	98.159	2.0517	36
"III12_210129"	0.68177	0.36701	1
"III23_210201"	147.27	0.32684	0
"III23_18compl_210129"	143.42	0.6189	5
"HEK_210201"	7.2521	0.32444	0
"VIII27_210129"	2.3842	0.32367	0
"HEK_210203"	54.969	2.1236	38
"III12_210129"	13.63	0.32101	0
"III23_210129"	11.964	0.40134	2
"VIII27_210129"	6.4003	0.32307	0
"III23_18compl_210129"	142.28	0.48889	3
"III23_210201"	10.878	0.46755	3
"HEK_201204"	30.444	5.972	114
"VIII27_210129"	6.9446	0.32321	0
"III12_210129"	1.3538	0.32399	0
"HEK_201204"	140.73	0.36438	1
"III23_210201"	13.958	0.32106	0
"III23_18compl_210129"	143.05	0.49347	3
"III23_210129"	139.89	0.48157	3
"III12_210129"	32.82	6.3151	110
"HEK_210201"	61.959	6.1894	108
"III23_18compl_210129"	142.59	0.33234	0
"III12_210129"	13.809	0.32009	0
"HEK_210203"	5.1607	0.3245	0
"HEK_210203"	71.206	2.0421	38
"III23_18compl_210129"	145.49	0.32867	0
"III23_210129"	16.234	0.84961	9
"III23_210129"	141.13	0.31952	0
"HEK_210203"	12.839	0.36375	1
"III23_18compl_210129"	138.29	0.3186	0
"HEK_210203"	6.3187	0.36784	1
"III23_18compl_210129"	6.9731	0.32607	0
"VIII27_210129"	10.345	0.32804	0
"HEK_201204"	13.572	0.32015	0
"HEK_201204"	147.21	0.36896	1
"HEK_210201"	9.5906	0.37125	1
"III23_18compl_210129"	5.135	0.32495	0
"HEK_201204"	108.21	1.9446	34
"III12_210129"	19.415	6.5371	104
"VIII27_210129"	47.64	2.0318	36
"III23_210129"	145.69	0.32776	0
"VIII27_210129"	0.12187	0.36076	1
"HEK_210203"	40.6	6.3206	117
"III12_210129"	36.409	2.0714	38
"III23_210129"	5.3378	0.32307	0
"III23_18compl_210129"	137.34	0.47699	3
"III12_210129"	10.002	0.32753	0
"III23_18compl_210129"	140.5	0.60059	5
"III23_18compl_210129"	0.69254	0.36128	1
"III12_210129"	14.179	0.36432	1
"VIII27_210129"	7.0272	0.32347	0
"III23_210129"	0.74525	0.36741	1
"HEK_201204"	21.156	6.7579	111
"HEK_210203"	145.72	0.40924	2
"III23_210129"	14.108	0.4192	2
"VIII27_210129"	6.8991	0.42183	2
"VIII27_210129"	147.96	0.32501	0
"HEK_210203"	11.637	0.36375	1
"III23_210201"	11.191	0.48471	3
"III12_210129"	9.4528	0.3269	0
"III23_18compl_210129"	138.35	0.41748	2
"III12_210129"	15.456	0.36495	1
"HEK_201204"	149.67	0.32501	0
"III23_210201"	144.19	0.49347	3
"HEK_201204"	33.976	2.0089	38
"HEK_210201"	149.21	0.32501	0
"III23_210129"	142.37	0.55023	4
"III23_210201"	144.89	0.37628	1
"HEK_210203"	143.35	0.43121	2
"HEK_210203"	148.72	0.32501	0
"HEK_201204"	15.211	0.31992	0
"III23_210129"	146.68	0.32684	0
"HEK_210203"	31.737	6.1019	107
"HEK_210201"	149.91	0.32501	0
"HEK_201204"	81.837	2.0132	36
"HEK_210201"	5.577	0.36	1
"III23_210129"	135.19	2.0837	29
"HEK_210203"	5.0326	0.3237	0
"III23_210201"	10.333	0.32879	0
"III23_210129"	7.1588	0.42189	2
"HEK_201204"	67.255	4.9951	87
"III23_210129"	139.6	0.48248	3
"III23_18compl_210129"	136.42	0.66925	6
"HEK_210203"	149.24	0.32593	0
"III12_210129"	0.96605	0.32375	0
"VIII27_210129"	79.408	1.9652	36
"HEK_210203"	105.57	6.7397	106
"III23_210201"	24.243	6.2801	105
"III23_18compl_210129"	9.6734	0.33005	0
"HEK_210201"	95.066	6.5625	106
"HEK_210201"	146.64	0.32684	0
"HEK_210203"	148.23	0.32684	0
"HEK_210201"	138.73	0.4184	2
"III23_210129"	64.81	6.1995	107
"III23_210129"	14.327	0.32038	0
"HEK_201204"	146.2	0.32593	0
"HEK_210203"	140.26	0.35614	1
"III12_210129"	8.4691	0.3614	1
"HEK_201204"	14.907	0.31969	0
"III23_18compl_210129"	141.89	0.36072	1
"III23_18compl_210129"	86.482	6.7223	111
"HEK_201204"	138.17	0.47882	3
"III12_210129"	39.194	2.0528	38
"III23_210201"	6.6376	0.32415	0
"HEK_210203"	147.42	0.42389	2
"III23_210201"	141.19	0.60333	5
"HEK_201204"	148.23	0.3241	0
"III23_210201"	144.85	0.37628	1
"HEK_210203"	15.702	0.54274	4
"VIII27_210129"	141.75	0.3717	1
"III12_210129"	148.9	0.36072	1
"III23_18compl_210129"	146.05	0.32776	0
"HEK_210201"	1.4213	0.32503	0
"III23_210201"	24.584	2.0009	36
"VIII27_210129"	137.57	0.41473	2
"HEK_201204"	143.89	0.3772	1
"HEK_210203"	9.5639	0.3285	0
"III12_210129"	147.66	0.3241	0
"III12_210129"	10.38	0.3281	0
"III23_18compl_210129"	33.004	5.9177	107
"HEK_201204"	111.18	3.9954	61
"HEK_201204"	144	0.3772	1
"III12_210129"	2.9713	0.36691	1
"HEK_201204"	147.07	0.32593	0
"III23_210201"	31.797	2.0032	38
"III23_18compl_210129"	138.6	0.48065	3
"VIII27_210129"	61.984	2.0483	36
"III23_18compl_210129"	14.971	0.32078	0
